,BusinessEntityID,CreditCardID,ModifiedDate
5687,7347,7229,2013-07-26
5688,7348,16799,2012-09-17
5689,7349,467,2014-04-04
5690,7350,3996,2013-12-22
5691,7351,11064,2013-08-18
5692,7352,3520,2013-08-14
5693,7353,1873,2013-09-18
5694,7354,11250,2013-11-13
5695,7355,4584,2014-04-07
5696,7356,6403,2014-02-28
5697,7357,12655,2014-01-21
5698,7358,10818,2012-11-27
5699,7359,13258,2013-10-05
5700,7360,8122,2014-03-30
5701,7361,3709,2011-10-12
5702,7362,13039,2014-01-12
5703,7363,9885,2013-07-14
5704,7364,708,2014-03-18
5705,7365,10539,2011-11-06
5706,7366,7968,2014-05-13
5707,7367,5885,2013-10-29
5708,7368,3755,2011-08-13
5709,7369,1675,2012-01-26
5710,7370,16839,2014-03-21
5711,7371,14724,2012-02-10
5712,7372,217,2012-08-04
5713,7373,14760,2014-02-03
5714,7374,13484,2013-12-01
5715,7375,10723,2014-05-13
5716,7376,5052,2013-11-09
5717,7377,8966,2014-01-14
5718,7378,18935,2013-06-03
5719,7379,11085,2014-05-11
5720,7380,9406,2013-07-11
5721,7381,17053,2012-02-29
5722,7382,1146,2013-04-04
5723,7383,9818,2014-05-25
5724,7384,10280,2014-02-04
5725,7385,18537,2014-04-25
5726,7386,17892,2014-05-28
5727,7387,9621,2014-01-15
5728,7388,8267,2013-09-29
5729,7389,6110,2014-01-04
5730,7390,13422,2013-08-03
5731,7391,11374,2011-11-11
5732,7392,4224,2013-12-19
5733,7393,12729,2012-12-02
5734,7394,9930,2011-06-19
5735,7395,14476,2014-02-02
5736,7396,8165,2014-05-21
5737,7397,6254,2012-07-27
5738,7398,2783,2013-10-06
5739,7399,560,2011-07-27
5740,7400,1536,2013-03-01
5741,7401,2150,2013-12-24
5742,7402,962,2013-11-02
5743,7403,15647,2014-04-07
5744,7404,18245,2011-09-21
5745,7405,4323,2013-07-20
5746,7406,16070,2014-03-06
5747,7407,822,2011-12-22
5748,7408,16775,2014-05-21
5749,7409,8516,2014-02-06
5750,7410,7806,2012-03-15
5751,7411,8962,2014-05-21
5752,7412,9302,2013-05-27
5753,7413,16648,2014-01-14
5754,7414,14406,2012-06-25
5755,7415,2306,2013-08-22
5756,7416,632,2014-04-14
5757,7417,478,2013-09-04
5758,7418,5825,2013-07-27
5759,7419,1818,2013-12-21
5760,7420,15589,2013-09-27
5761,7421,15222,2012-06-01
5762,7422,18041,2012-05-22
5763,7423,10109,2013-10-31
5764,7424,558,2012-05-25
5765,7425,5725,2013-07-30
5766,7426,12301,2014-03-07
5767,7427,15290,2014-05-01
5768,7428,8514,2014-05-05
5769,7429,2341,2014-04-15
5770,7430,13336,2013-06-19
5771,7431,11154,2014-05-07
5772,7432,11029,2013-04-26
5773,7433,9560,2013-08-31
5774,7434,9393,2014-06-23
5775,7435,18568,2014-05-19
5776,7436,8912,2014-05-08
5777,7437,11273,2013-09-08
5778,7438,6843,2014-01-04
5779,7439,8429,2013-04-21
5780,7440,12716,2013-07-18
5781,7441,3702,2013-11-29
5782,7442,17384,2013-11-01
5783,7443,3753,2013-12-25
5784,7444,5941,2013-08-09
5785,7445,18424,2013-12-27
5786,7446,9452,2014-04-03
5787,7447,13124,2013-11-24
5788,7448,9749,2014-04-12
5789,7449,2199,2013-09-21
5790,7450,12526,2014-02-06
5791,7451,8154,2012-04-07
5792,7452,1018,2012-12-15
5793,7453,18081,2013-12-06
5794,7454,13963,2013-10-21
5795,7455,353,2013-12-31
5796,7456,18336,2014-05-30
5797,7457,10677,2012-07-21
5798,7458,4419,2014-05-07
5799,7459,5911,2014-05-14
5800,7460,3711,2013-07-02
5801,7461,2856,2013-12-31
5802,7462,13244,2013-08-25
5803,7463,11754,2013-08-13
5804,7464,6891,2014-06-25
5805,7465,10665,2014-02-14
5806,7466,331,2013-11-03
5807,7467,10755,2013-03-24
5808,7468,2465,2013-09-02
5809,7469,14022,2014-02-27
5810,7470,7778,2012-08-28
5811,7471,7638,2014-01-05
5812,7472,16633,2012-12-25
5813,7473,17833,2013-07-04
5814,7474,7736,2013-11-05
5815,7475,6742,2013-07-18
5816,7476,2622,2012-03-17
5817,7477,3278,2014-04-18
5818,7478,4198,2014-02-02
5819,7479,12051,2013-10-27
5820,7480,12633,2013-08-17
5821,7481,7943,2013-07-10
5822,7482,5113,2014-04-19
5823,7483,17500,2013-09-26
5824,7484,17755,2013-05-12
5825,7485,14490,2013-09-26
5826,7486,4566,2013-11-16
5827,7487,13933,2014-01-10
5828,7488,17243,2014-03-26
5829,7489,14839,2012-01-01
5830,7490,12683,2012-01-07
5831,7491,14232,2014-02-07
5832,7492,12667,2014-02-10
5833,7493,11519,2012-03-06
5834,7494,1880,2013-08-02
5835,7495,8803,2014-03-28
5836,7496,5109,2013-12-26
5837,7497,8199,2014-01-12
5838,7498,13485,2011-06-26
5839,7499,10855,2012-05-05
5840,7500,19213,2013-03-12
5841,7501,1722,2012-01-06
5842,7502,7337,2013-10-27
5843,7503,12846,2014-03-27
5844,7504,7533,2013-06-30
5845,7505,6995,2012-03-06
5846,7506,10568,2013-08-17
5847,7507,4038,2014-04-13
5848,7508,15715,2013-07-01
5849,7509,5252,2014-02-16
5850,7510,14758,2014-02-24
5851,7511,7562,2012-02-05
5852,7512,69,2012-05-17
5853,7513,9288,2013-08-14
5854,7514,11475,2012-11-27
5855,7515,3158,2013-07-13
5856,7516,8989,2012-11-15
5857,7517,11071,2013-07-20
5858,7518,4389,2013-08-17
5859,7519,13170,2012-07-01
5860,7520,8330,2013-07-23
5861,7521,18282,2013-08-05
5862,7522,14209,2013-10-12
5863,7523,13007,2013-03-08
5864,7524,1615,2013-10-05
5865,7525,12451,2014-05-03
5866,7526,4337,2013-07-21
5867,7527,13432,2012-03-11
5868,7528,5631,2014-06-19
5869,7529,7963,2013-05-28
5870,7530,5624,2013-12-20
5871,7531,363,2014-04-04
5872,7532,7062,2014-05-17
5873,7533,4691,2013-08-24
5874,7534,2386,2011-12-20
5875,7535,15470,2012-12-06
5876,7536,17963,2014-01-04
5877,7537,19158,2013-12-03
5878,7538,5382,2014-03-09
5879,7539,15201,2014-05-04
5880,7540,6506,2013-12-15
5881,7541,3063,2013-08-18
5882,7542,11351,2013-11-21
5883,7543,13327,2013-11-17
5884,7544,18449,2012-08-04
5885,7545,3862,2013-03-07
5886,7546,17253,2013-08-22
5887,7547,4869,2014-02-09
5888,7548,18481,2012-01-26
5889,7549,6555,2011-10-23
5890,7550,4823,2014-05-28
5891,7551,11604,2012-03-24
5892,7552,210,2013-10-03
5893,7553,7446,2013-07-09
5894,7554,13781,2012-03-30
5895,7555,9394,2012-11-12
5896,7556,12012,2013-12-15
5897,7557,2831,2013-08-01
5898,7558,18786,2013-09-06
5899,7559,11155,2013-09-05
5900,7560,9538,2013-09-09
5901,7561,10681,2013-08-14
5902,7562,5576,2014-04-04
5903,7563,15727,2013-07-16
5904,7564,18702,2013-11-24
5905,7565,7919,2014-04-30
5906,7566,3293,2011-11-15
5907,7567,10578,2014-02-04
5908,7568,2429,2013-11-15
5909,7569,5973,2012-07-08
5910,7570,993,2013-09-04
5911,7571,13391,2014-03-27
5912,7572,8757,2012-11-14
5913,7573,18069,2013-08-15
5914,7574,18907,2013-06-16
5915,7575,5949,2013-08-31
5916,7576,15150,2014-04-01
5917,7577,51,2014-03-07
5918,7578,3033,2013-07-19
5919,7579,5107,2014-04-25
5920,7580,11141,2011-11-25
5921,7581,2044,2013-10-02
5922,7582,14089,2014-06-30
5923,7583,3724,2013-11-24
5924,7584,19004,2014-05-25
5925,7585,6531,2013-10-14
5926,7586,15039,2013-03-27
5927,7587,8115,2011-07-19
5928,7588,16841,2013-07-17
5929,7589,2580,2014-05-01
5930,7590,13597,2014-04-12
5931,7591,785,2013-07-18
5932,7592,11928,2014-06-05
5933,7593,9432,2013-07-02
5934,7594,13164,2013-08-21
5935,7595,18580,2014-01-03
5936,7596,17457,2013-08-21
5937,7597,14003,2013-07-26
5938,7598,9753,2013-11-14
5939,7599,9956,2014-05-11
5940,7600,17801,2011-07-05
5941,7601,3836,2014-04-11
5942,7602,4534,2012-06-16
5943,7603,7833,2013-02-14
5944,7604,7780,2014-05-01
5945,7605,12446,2013-08-26
5946,7606,7744,2013-10-08
5947,7607,11704,2011-08-09
5948,7608,14385,2013-12-09
5949,7609,314,2014-04-06
5950,7610,9357,2014-03-27
5951,7611,17991,2014-02-14
5952,7612,12563,2012-09-08
5953,7613,18210,2014-02-20
5954,7614,13315,2011-07-08
5955,7615,3833,2014-01-13
5956,7616,17643,2013-12-04
5957,7617,18575,2013-07-21
5958,7618,17664,2013-08-09
5959,7619,16658,2013-06-02
5960,7620,14948,2011-06-13
5961,7621,17943,2013-03-02
5962,7622,11791,2013-11-22
5963,7623,2685,2012-03-15
5964,7624,3910,2014-03-15
5965,7625,14957,2014-05-13
5966,7626,8498,2013-07-17
5967,7627,12084,2014-04-14
5968,7628,13492,2013-10-10
5969,7629,4259,2013-07-06
5970,7630,5474,2014-06-16
5971,7631,14383,2012-08-11
5972,7632,17292,2013-05-27
5973,7633,14439,2014-06-13
5974,7634,15985,2013-10-06
5975,7635,11163,2013-07-05
5976,7636,6905,2014-03-09
5977,7637,13538,2013-09-07
5978,7638,4237,2013-09-07
5979,7639,3698,2014-03-30
5980,7640,5564,2013-09-06
5981,7641,10174,2013-12-15
5982,7642,18843,2013-12-14
5983,7643,5149,2014-06-27
5984,7644,265,2013-10-04
5985,7645,18063,2011-12-15
5986,7646,2953,2012-10-24
5987,7647,1045,2013-11-30
5988,7648,7868,2012-06-19
5989,7649,1019,2014-05-04
5990,7650,2767,2013-12-02
5991,7651,1811,2011-12-14
5992,7652,10414,2013-10-27
5993,7653,10529,2012-02-14
5994,7654,19124,2014-03-04
5995,7655,18396,2013-04-20
5996,7656,11455,2014-02-15
5997,7657,12020,2012-02-07
5998,7658,2653,2013-09-30
5999,7659,15509,2014-01-11
6000,7660,15431,2013-10-18
6001,7661,9140,2013-09-04
6002,7662,6275,2013-07-20
6003,7663,10968,2013-04-01
6004,7664,202,2013-10-16
6005,7665,11969,2012-10-09
6006,7666,4673,2013-10-28
6007,7667,14110,2013-11-02
6008,7668,18747,2014-04-26
6009,7669,17691,2013-11-10
6010,7670,16961,2014-01-07
6011,7671,7679,2013-12-20
6012,7672,16822,2013-06-24
6013,7673,2153,2014-06-16
6014,7674,3325,2013-09-12
6015,7675,3747,2014-02-10
6016,7676,12188,2014-02-14
6017,7677,17104,2013-03-10
6018,7678,4474,2013-07-12
6019,7679,3496,2014-02-03
6020,7680,10459,2014-01-19
6021,7681,3071,2014-06-01
6022,7682,15928,2013-08-31
6023,7683,18280,2012-11-18
6024,7684,4056,2013-09-24
6025,7685,7458,2013-05-20
6026,7686,13961,2013-07-16
6027,7687,8604,2014-06-19
6028,7688,13272,2011-10-14
6029,7689,7022,2013-02-15
6030,7690,16729,2013-08-22
6031,7691,16788,2013-08-04
6032,7692,17440,2012-08-12
6033,7693,11459,2014-06-01
6034,7694,4913,2013-02-15
6035,7695,10313,2012-09-26
6036,7696,12609,2014-03-12
6037,7697,10829,2012-04-28
6038,7698,7322,2013-12-10
6039,7699,1604,2014-02-14
6040,7700,2104,2014-04-11
6041,7701,7938,2011-08-09
6042,7702,16838,2013-08-08
6043,7703,7358,2013-08-13
6044,7704,13928,2013-12-29
6045,7705,3814,2013-10-29
6046,7706,14130,2012-06-20
6047,7707,1412,2013-07-11
6048,7708,7740,2012-11-03
6049,7709,15641,2011-06-29
6050,7710,11522,2014-02-20
6051,7711,10168,2013-12-11
6052,7712,16600,2014-05-21
6053,7713,11535,2012-12-28
6054,7714,4453,2011-11-29
6055,7715,3048,2014-05-02
6056,7716,9606,2014-04-21
6057,7717,17161,2014-05-27
6058,7718,15116,2013-06-27
6059,7719,15644,2014-04-15
6060,7720,6084,2013-02-15
6061,7721,9790,2013-07-27
6062,7722,12402,2014-03-25
6063,7723,18565,2012-04-14
6064,7724,8614,2014-03-28
6065,7725,14936,2012-09-06
6066,7726,6538,2012-05-26
6067,7727,14641,2013-08-13
6068,7728,11190,2014-01-24
6069,7729,799,2013-08-18
6070,7730,13642,2014-01-10
6071,7731,16997,2012-11-22
6072,7732,13362,2011-11-30
6073,7733,11653,2013-07-18
6074,7734,5293,2014-01-18
6075,7735,17478,2014-05-01
6076,7736,654,2013-11-21
6077,7737,10913,2012-05-18
6078,7738,4616,2014-04-29
6079,7739,6063,2013-12-13
6080,7740,1692,2014-06-24
6081,7741,6965,2013-09-13
6082,7742,13775,2012-01-24
6083,7743,9380,2014-03-30
6084,7744,14845,2014-03-25
6085,7745,12749,2011-12-02
6086,7746,7617,2013-07-16
6087,7747,4904,2012-07-15
6088,7748,17296,2014-03-24
6089,7749,5634,2013-10-16
6090,7750,12755,2013-08-07
6091,7751,2548,2013-05-20
6092,7752,3744,2013-07-04
6093,7753,17663,2014-02-05
6094,7754,8499,2011-08-12
6095,7755,5966,2013-08-26
6096,7756,5126,2014-03-19
6097,7757,11059,2013-03-03
6098,7758,1587,2014-03-06
6099,7759,2854,2013-08-07
6100,7760,7463,2013-12-10
6101,7761,14453,2014-04-11
6102,7762,6720,2013-08-19
6103,7763,5137,2013-09-05
6104,7764,8519,2013-08-24
6105,7765,14821,2013-10-09
6106,7766,9162,2013-11-17
6107,7767,6269,2013-12-13
6108,7768,18758,2013-04-19
6109,7769,15493,2014-04-30
6110,7770,16310,2014-03-14
6111,7771,8037,2013-09-29
6112,7772,4687,2013-08-03
6113,7773,10708,2014-04-24
6114,7774,4636,2013-09-28
6115,7775,4650,2014-04-29
6116,7776,17024,2013-08-29
6117,7777,7234,2014-03-06
6118,7778,5876,2014-04-07
6119,7779,7119,2014-04-26
6120,7780,11593,2014-06-28
6121,7781,5330,2013-12-05
6122,7782,709,2014-06-09
6123,7783,17194,2013-07-03
6124,7784,746,2013-12-17
6125,7785,2383,2013-01-24
6126,7786,14694,2013-05-04
6127,7787,2257,2013-11-03
6128,7788,2623,2012-09-15
6129,7789,16643,2013-07-15
6130,7790,11058,2014-04-25
6131,7791,12696,2013-08-08
6132,7792,11361,2013-12-10
6133,7793,6501,2013-11-29
6134,7794,1364,2013-03-03
6135,7795,1294,2013-08-12
6136,7796,608,2013-07-19
6137,7797,17037,2014-03-29
6138,7798,7064,2013-07-11
6139,7799,5623,2014-02-12
6140,7800,11788,2013-07-04
6141,7801,9429,2012-09-29
6142,7802,14388,2014-05-28
6143,7803,8693,2014-03-27
6144,7804,7141,2013-08-03
6145,7805,1306,2013-10-10
6146,7806,8987,2013-08-27
6147,7807,13430,2014-05-27
6148,7808,17933,2014-06-30
6149,7809,17154,2013-04-09
6150,7810,17980,2012-12-11
6151,7811,10449,2013-12-08
6152,7812,4853,2013-09-13
6153,7813,10203,2014-05-16
6154,7814,5018,2013-07-16
6155,7815,15814,2013-10-29
6156,7816,4340,2014-04-01
6157,7817,3592,2014-04-03
6158,7818,226,2013-11-08
6159,7819,4383,2014-03-03
6160,7820,17887,2012-03-22
6161,7821,1231,2013-08-02
6162,7822,17476,2013-09-02
6163,7823,17151,2014-05-05
6164,7824,14781,2012-08-28
6165,7825,11218,2014-03-05
6166,7826,6186,2012-03-18
6167,7827,7306,2014-02-24
6168,7828,7068,2014-05-07
6169,7829,6138,2012-03-14
6170,7830,7519,2013-12-06
6171,7831,11847,2014-06-19
6172,7832,18970,2014-04-05
6173,7833,4163,2014-05-11
6174,7834,13806,2014-05-05
6175,7835,15445,2013-11-05
6176,7836,646,2014-02-24
6177,7837,15930,2014-06-16
6178,7838,18473,2013-12-27
6179,7839,11253,2013-04-24
6180,7840,375,2014-03-16
6181,7841,12118,2013-09-02
6182,7842,6748,2013-04-04
6183,7843,3785,2013-09-28
6184,7844,4090,2013-11-26
6185,7845,6122,2012-10-12
6186,7846,13588,2014-02-02
6187,7847,16231,2014-05-10
6188,7848,17572,2013-12-19
6189,7849,16941,2012-01-26
6190,7850,9966,2014-05-19
6191,7851,11640,2013-11-07
6192,7852,10022,2011-06-26
6193,7853,8880,2014-03-15
6194,7854,5982,2014-04-30
6195,7855,5603,2013-09-27
6196,7856,3423,2014-05-28
6197,7857,4047,2012-11-12
6198,7858,1884,2013-10-12
6199,7859,8455,2013-12-05
6200,7860,14869,2014-01-21
6201,7861,13509,2012-05-06
6202,7862,11160,2014-03-21
6203,7863,14295,2014-06-06
6204,7864,12954,2014-01-15
6205,7865,18482,2013-10-06
6206,7866,13954,2012-09-02
6207,7867,18166,2013-07-11
6208,7868,15604,2013-07-07
6209,7869,8685,2013-03-12
6210,7870,17162,2013-09-20
6211,7871,866,2013-07-26
6212,7872,4126,2012-06-17
6213,7873,3337,2014-04-15
6214,7874,1436,2014-03-21
6215,7875,9491,2014-02-22
6216,7876,8766,2011-11-28
6217,7877,10875,2013-11-30
6218,7878,5806,2013-09-16
6219,7879,7066,2013-08-23
6220,7880,5908,2014-05-01
6221,7881,1971,2011-07-20
6222,7882,10845,2011-11-08
6223,7883,13292,2014-04-15
6224,7884,15216,2013-08-16
6225,7885,16912,2014-06-01
6226,7886,9459,2013-12-10
6227,7887,3001,2012-04-02
6228,7888,436,2014-05-18
6229,7889,17849,2014-06-14
6230,7890,693,2013-07-20
6231,7891,7084,2014-01-30
6232,7892,18738,2014-05-16
6233,7893,6234,2013-04-10
6234,7894,5158,2013-07-19
6235,7895,2887,2014-05-11
6236,7896,16171,2012-06-27
6237,7897,11286,2013-02-07
6238,7898,14596,2014-04-07
6239,7899,3768,2013-08-13
6240,7900,8538,2013-04-26
6241,7901,13513,2013-07-16
6242,7902,17210,2013-05-25
6243,7903,6657,2014-04-14
6244,7904,1191,2013-07-16
6245,7905,3106,2014-03-03
6246,7906,10035,2014-04-24
6247,7907,2196,2013-09-21
6248,7908,3715,2013-04-18
6249,7909,17483,2013-09-28
6250,7910,16730,2011-06-27
6251,7911,1189,2013-08-19
6252,7912,3541,2013-11-27
6253,7913,10598,2014-01-04
6254,7914,16071,2013-08-23
6255,7915,4862,2013-06-12
6256,7916,10013,2013-10-15
6257,7917,17258,2013-09-01
6258,7918,15328,2014-04-07
6259,7919,1064,2013-10-22
6260,7920,18921,2014-03-07
6261,7921,1149,2011-11-27
6262,7922,10347,2013-08-02
6263,7923,3084,2014-04-26
6264,7924,3246,2012-04-18
6265,7925,412,2011-09-18
6266,7926,2976,2013-08-20
6267,7927,15114,2013-09-13
6268,7928,7591,2013-12-12
6269,7929,14813,2013-07-29
6270,7930,7230,2012-03-14
6271,7931,5916,2012-11-04
6272,7932,8982,2011-11-23
6273,7933,13103,2014-05-21
6274,7934,12406,2014-01-04
6275,7935,8543,2013-11-10
6276,7936,2211,2014-03-17
6277,7937,15676,2013-08-21
6278,7938,9643,2014-05-17
6279,7939,8128,2013-03-30
6280,7940,16420,2014-06-24
6281,7941,12111,2011-10-17
6282,7942,10257,2011-07-20
6283,7943,12327,2014-01-04
6284,7944,10297,2013-06-08
6285,7945,12250,2013-10-28
6286,7946,7733,2013-11-23
6287,7947,16647,2014-02-12
6288,7948,5015,2014-06-04
6289,7949,14969,2014-04-28
6290,7950,2770,2013-11-21
6291,7951,16668,2011-10-21
6292,7952,7178,2014-04-13
6293,7953,17416,2012-08-08
6294,7954,16348,2011-09-06
6295,7955,8269,2013-06-18
6296,7956,5428,2011-12-11
6297,7957,14238,2014-05-21
6298,7958,6959,2011-11-28
6299,7959,14397,2014-04-30
6300,7960,6846,2012-12-20
6301,7961,4153,2011-12-28
6302,7962,4837,2012-08-09
6303,7963,17579,2013-04-07
6304,7964,18849,2013-04-05
6305,7965,8560,2014-02-07
6306,7966,6853,2013-07-08
6307,7967,15522,2014-02-05
6308,7968,3335,2013-05-26
6309,7969,1392,2013-07-25
6310,7970,1987,2011-09-06
6311,7971,4309,2014-02-19
6312,7972,19072,2014-04-21
6313,7973,4716,2013-03-02
6314,7974,18668,2014-01-01
6315,7975,16261,2013-08-11
6316,7976,18275,2014-05-25
6317,7977,4434,2014-04-05
6318,7978,760,2014-02-24
6319,7979,15011,2013-07-26
6320,7980,4009,2013-12-09
6321,7981,19102,2014-02-06
6322,7982,15274,2014-01-26
6323,7983,18188,2012-08-28
6324,7984,15327,2013-09-12
6325,7985,12780,2014-01-19
6326,7986,9234,2013-03-23
6327,7987,4405,2014-05-30
6328,7988,7180,2014-01-29
6329,7989,16409,2013-08-31
6330,7990,14684,2013-08-14
6331,7991,10549,2012-12-23
6332,7992,1946,2013-12-16
6333,7993,6286,2014-04-03
6334,7994,8520,2014-01-12
6335,7995,11105,2014-03-22
6336,7996,12277,2014-05-30
6337,7997,15902,2013-01-16
6338,7998,19085,2014-02-07
6339,7999,9694,2013-09-06
6340,8000,17180,2014-04-08
6341,8001,9425,2013-08-08
6342,8002,12383,2013-02-07
6343,8003,16639,2013-12-31
6344,8004,6436,2013-09-12
6345,8005,15554,2013-10-31
6346,8006,9861,2014-06-15
6347,8007,7385,2014-05-28
6348,8008,7431,2014-06-09
6349,8009,4423,2013-02-03
6350,8010,13024,2014-04-12
6351,8011,17415,2013-09-10
6352,8012,272,2014-03-01
6353,8013,12670,2014-05-15
6354,8014,4012,2013-11-13
6355,8015,19104,2014-05-06
6356,8016,6552,2013-10-06
6357,8017,13794,2014-03-18
6358,8018,1091,2013-03-17
6359,8019,1910,2014-01-13
6360,8020,7361,2013-10-06
6361,8021,8842,2012-02-10
6362,8022,12418,2013-08-05
6363,8023,11903,2014-04-10
6364,8024,6032,2013-11-26
6365,8025,18644,2013-04-21
6366,8026,15843,2013-09-21
6367,8027,9977,2012-05-04
6368,8028,2080,2014-03-26
6369,8029,12564,2012-04-14
6370,8030,7813,2013-07-27
6371,8031,11883,2012-03-19
6372,8032,1557,2014-03-17
6373,8033,12474,2014-01-08
6374,8034,453,2012-03-29
6375,8035,12139,2013-03-17
6376,8036,18425,2013-12-13
6377,8037,14896,2013-04-03
6378,8038,14687,2011-07-21
6379,8039,2534,2014-03-26
6380,8040,12105,2014-03-12
6381,8041,10287,2014-05-09
6382,8042,1664,2014-02-15
6383,8043,13706,2013-09-27
6384,8044,2467,2011-06-24
6385,8045,9225,2014-01-16
6386,8046,17588,2013-11-24
6387,8047,7838,2013-08-08
6388,8048,542,2012-09-08
6389,8049,18486,2014-04-06
6390,8050,2286,2014-03-25
6391,8051,14730,2013-10-13
6392,8052,16114,2013-07-08
6393,8053,5821,2014-03-10
6394,8054,6108,2013-12-16
6395,8055,17687,2014-04-07
6396,8056,1361,2013-08-06
6397,8057,15462,2014-06-26
6398,8058,5358,2013-11-24
6399,8059,9260,2014-01-12
6400,8060,5480,2014-04-13
6401,8061,15051,2012-09-24
6402,8062,4586,2013-02-12
6403,8063,5219,2012-04-01
6404,8064,14060,2013-10-01
6405,8065,2526,2013-09-19
6406,8066,9806,2012-10-07
6407,8067,15096,2013-12-15
6408,8068,15547,2013-09-01
6409,8069,15102,2012-06-30
6410,8070,14353,2012-12-07
6411,8071,19110,2012-03-31
6412,8072,833,2013-10-13
6413,8073,14266,2014-01-11
6414,8074,15395,2012-07-31
6415,8075,1748,2012-02-12
6416,8076,6457,2014-05-10
6417,8077,11520,2012-02-17
6418,8078,5639,2013-07-26
6419,8079,370,2012-03-30
6420,8080,16966,2014-03-07
6421,8081,318,2012-07-04
6422,8082,11449,2014-05-22
6423,8083,15463,2013-07-10
6424,8084,615,2013-09-30
6425,8085,7013,2013-03-23
6426,8086,16465,2013-12-15
6427,8087,14809,2014-01-27
6428,8088,13145,2013-10-11
6429,8089,17876,2014-05-04
6430,8090,19100,2013-08-09
6431,8091,4578,2012-10-22
6432,8092,8857,2013-09-18
6433,8093,16473,2012-01-16
6434,8094,95,2014-03-06
6435,8095,17894,2012-09-04
6436,8096,2323,2014-05-11
6437,8097,14303,2011-11-18
6438,8098,432,2013-11-23
6439,8099,949,2011-10-04
6440,8100,17845,2012-12-31
6441,8101,4255,2014-06-29
6442,8102,9764,2013-07-08
6443,8103,12509,2013-09-08
6444,8104,4069,2014-01-02
6445,8105,16655,2013-01-12
6446,8106,16371,2011-11-03
6447,8107,6832,2014-06-08
6448,8108,732,2014-04-17
6449,8109,7894,2014-05-19
6450,8110,13446,2013-08-02
6451,8111,7113,2014-01-28
6452,8112,2142,2014-06-18
6453,8113,9996,2013-10-06
6454,8114,14626,2013-12-14
6455,8115,8720,2014-02-09
6456,8116,17549,2014-03-26
6457,8117,11647,2013-09-30
6458,8118,17355,2011-07-15
6459,8119,5430,2013-09-22
6460,8120,12222,2014-05-10
6461,8121,13654,2014-02-03
6462,8122,5192,2013-09-06
6463,8123,17925,2013-08-23
6464,8124,8462,2013-07-30
6465,8125,12166,2013-08-07
6466,8126,3736,2012-09-16
6467,8127,8998,2014-04-22
6468,8128,2916,2014-06-28
6469,8129,440,2013-08-06
6470,8130,6722,2013-07-30
6471,8131,2192,2014-03-23
6472,8132,16481,2014-02-05
6473,8133,3797,2013-07-28
6474,8134,1613,2014-06-23
6475,8135,6414,2013-07-29
6476,8136,16062,2013-08-20
6477,8137,14364,2011-08-26
6478,8138,6539,2014-02-10
6479,8139,10254,2011-10-04
6480,8140,8540,2012-12-28
6481,8141,15629,2013-09-10
6482,8142,13303,2013-10-20
6483,8143,17364,2013-07-13
6484,8144,5808,2013-09-20
6485,8145,17236,2013-08-14
6486,8146,5366,2013-12-17
6487,8147,11914,2012-04-22
6488,8148,11820,2013-12-25
6489,8149,5679,2013-06-13
6490,8150,6836,2012-01-05
6491,8151,5121,2013-10-22
6492,8152,11195,2014-06-27
6493,8153,13674,2012-09-01
6494,8154,12090,2013-09-02
6495,8155,15495,2013-08-10
6496,8156,14332,2013-12-30
6497,8157,18102,2013-10-18
6498,8158,15249,2014-03-22
6499,8159,14925,2014-02-18
6500,8160,17152,2014-04-19
6501,8161,10439,2013-11-14
6502,8162,15196,2013-03-30
6503,8163,6133,2014-04-13
6504,8164,15255,2014-04-26
6505,8165,18000,2013-10-25
6506,8166,19028,2012-06-04
6507,8167,14777,2013-10-09
6508,8168,5086,2012-01-13
6509,8169,13106,2012-07-28
6510,8170,9874,2013-10-05
6511,8171,8906,2013-12-10
6512,8172,5501,2012-06-27
6513,8173,9310,2014-06-18
6514,8174,4091,2013-11-05
6515,8175,4565,2014-02-01
6516,8176,17488,2014-05-02
6517,8177,13637,2013-10-26
6518,8178,15358,2014-03-25
6519,8179,14135,2013-01-13
6520,8180,12225,2014-03-17
6521,8181,5051,2013-07-14
6522,8182,8368,2014-06-07
6523,8183,16796,2014-05-12
6524,8184,7406,2011-10-11
6525,8185,3584,2011-06-21
6526,8186,5386,2014-04-07
6527,8187,18492,2013-05-22
6528,8188,13517,2014-05-24
6529,8189,7069,2012-08-21
6530,8190,1767,2013-10-14
6531,8191,4124,2014-01-04
6532,8192,18704,2011-09-04
6533,8193,16135,2013-08-05
6534,8194,2934,2014-03-03
6535,8195,11999,2013-10-11
6536,8196,7286,2012-09-06
6537,8197,4063,2013-09-22
6538,8198,6380,2013-01-20
6539,8199,5190,2013-11-16
6540,8200,17057,2014-05-28
6541,8201,2393,2014-05-19
6542,8202,3975,2014-04-15
6543,8203,8461,2013-04-20
6544,8204,2206,2013-08-30
6545,8205,12661,2014-03-11
6546,8206,1733,2013-10-27
6547,8207,8715,2013-09-13
6548,8208,15124,2012-12-03
6549,8209,4652,2013-11-25
6550,8210,10323,2013-12-11
6551,8211,8380,2013-10-09
6552,8212,10889,2013-07-24
6553,8213,18641,2014-06-22
6554,8214,8877,2013-10-27
6555,8215,2378,2014-02-22
6556,8216,15967,2013-07-30
6557,8217,17419,2014-04-22
6558,8218,2327,2013-07-06
6559,8219,10243,2014-02-16
6560,8220,17688,2014-04-13
6561,8221,6738,2014-05-20
6562,8222,4002,2014-05-15
