,CurrencyRateID,CurrencyRateDate,FromCurrencyCode,ToCurrencyCode,AverageRate,EndOfDayRate,ModifiedDate
3788,3789,2012-04-05 00:00:00.000,USD,VEB,690.7599,690.7899,2012-04-05 00:00:00.000
3789,3790,2012-04-06 00:00:00.000,USD,ARS,0.9998,0.9997,2012-04-06 00:00:00.000
3790,3791,2012-04-06 00:00:00.000,USD,AUD,1.8564,1.856,2012-04-06 00:00:00.000
3791,3792,2012-04-06 00:00:00.000,USD,BRL,1.856,1.849,2012-04-06 00:00:00.000
3792,3793,2012-04-06 00:00:00.000,USD,CAD,1.4843,1.475,2012-04-06 00:00:00.000
3793,3794,2012-04-06 00:00:00.000,USD,CNY,8.2782,8.2774,2012-04-06 00:00:00.000
3794,3795,2012-04-06 00:00:00.000,USD,EUR,1.1789,1.1785,2012-04-06 00:00:00.000
3795,3796,2012-04-06 00:00:00.000,USD,GBP,0.7089,0.7079,2012-04-06 00:00:00.000
3796,3797,2012-04-06 00:00:00.000,USD,JPY,106.6,106.534,2012-04-06 00:00:00.000
3797,3798,2012-04-06 00:00:00.000,USD,MXN,9.4468,9.4459,2012-04-06 00:00:00.000
3798,3799,2012-04-06 00:00:00.000,USD,SAR,3.7509,3.7412,2012-04-06 00:00:00.000
3799,3800,2012-04-06 00:00:00.000,USD,VEB,690.5,690.49,2012-04-06 00:00:00.000
3800,3801,2012-04-07 00:00:00.000,USD,ARS,0.9998,1.0002,2012-04-07 00:00:00.000
3801,3802,2012-04-07 00:00:00.000,USD,AUD,1.8406,1.8406,2012-04-07 00:00:00.000
3802,3803,2012-04-07 00:00:00.000,USD,BRL,1.856,1.863,2012-04-07 00:00:00.000
3803,3804,2012-04-07 00:00:00.000,USD,CAD,1.4871,1.4964,2012-04-07 00:00:00.000
3804,3805,2012-04-07 00:00:00.000,USD,CNY,8.2786,8.2787,2012-04-07 00:00:00.000
3805,3806,2012-04-07 00:00:00.000,USD,EUR,1.1655,1.1662,2012-04-07 00:00:00.000
3806,3807,2012-04-07 00:00:00.000,USD,GBP,0.6959,0.6966,2012-04-07 00:00:00.000
3807,3808,2012-04-07 00:00:00.000,USD,JPY,106.711,106.808,2012-04-07 00:00:00.000
3808,3809,2012-04-07 00:00:00.000,USD,MXN,9.4382,9.444,2012-04-07 00:00:00.000
3809,3810,2012-04-07 00:00:00.000,USD,SAR,3.7509,3.7545,2012-04-07 00:00:00.000
3810,3811,2012-04-07 00:00:00.000,USD,VEB,690.2599,690.2699,2012-04-07 00:00:00.000
3811,3812,2012-04-08 00:00:00.000,USD,ARS,0.9993,0.9992,2012-04-08 00:00:00.000
3812,3813,2012-04-08 00:00:00.000,USD,AUD,1.8382,1.8379,2012-04-08 00:00:00.000
3813,3814,2012-04-08 00:00:00.000,USD,BRL,1.845,1.837,2012-04-08 00:00:00.000
3814,3815,2012-04-08 00:00:00.000,USD,CAD,1.4887,1.4814,2012-04-08 00:00:00.000
3815,3816,2012-04-08 00:00:00.000,USD,CNY,8.2795,8.2794,2012-04-08 00:00:00.000
3816,3817,2012-04-08 00:00:00.000,USD,EUR,1.1386,1.1383,2012-04-08 00:00:00.000
3817,3818,2012-04-08 00:00:00.000,USD,GBP,0.6861,0.6854,2012-04-08 00:00:00.000
3818,3819,2012-04-08 00:00:00.000,USD,JPY,108.047,107.956,2012-04-08 00:00:00.000
3819,3820,2012-04-08 00:00:00.000,USD,MXN,9.4209,9.413,2012-04-08 00:00:00.000
3820,3821,2012-04-08 00:00:00.000,USD,SAR,3.7509,3.745,2012-04-08 00:00:00.000
3821,3822,2012-04-08 00:00:00.000,USD,VEB,690.75,690.7,2012-04-08 00:00:00.000
3822,3823,2012-04-09 00:00:00.000,USD,ARS,0.9993,0.9999,2012-04-09 00:00:00.000
3823,3824,2012-04-09 00:00:00.000,USD,AUD,1.8382,1.8391,2012-04-09 00:00:00.000
3824,3825,2012-04-09 00:00:00.000,USD,BRL,1.844,1.846,2012-04-09 00:00:00.000
3825,3826,2012-04-09 00:00:00.000,USD,CAD,1.4887,1.4943,2012-04-09 00:00:00.000
3826,3827,2012-04-09 00:00:00.000,USD,CNY,8.2795,8.2797,2012-04-09 00:00:00.000
3827,3828,2012-04-09 00:00:00.000,USD,EUR,1.1415,1.1418,2012-04-09 00:00:00.000
3828,3829,2012-04-09 00:00:00.000,USD,GBP,0.6881,0.6889,2012-04-09 00:00:00.000
3829,3830,2012-04-09 00:00:00.000,USD,JPY,108.01,108.039,2012-04-09 00:00:00.000
3830,3831,2012-04-09 00:00:00.000,USD,MXN,9.4209,9.428,2012-04-09 00:00:00.000
3831,3832,2012-04-09 00:00:00.000,USD,SAR,3.7507,3.7597,2012-04-09 00:00:00.000
3832,3833,2012-04-09 00:00:00.000,USD,VEB,690.75,690.7699,2012-04-09 00:00:00.000
3833,3834,2012-04-10 00:00:00.000,USD,ARS,0.9993,0.9986,2012-04-10 00:00:00.000
3834,3835,2012-04-10 00:00:00.000,USD,AUD,1.8246,1.8237,2012-04-10 00:00:00.000
3835,3836,2012-04-10 00:00:00.000,USD,BRL,1.844,1.841,2012-04-10 00:00:00.000
3836,3837,2012-04-10 00:00:00.000,USD,CAD,1.4893,1.4846,2012-04-10 00:00:00.000
3837,3838,2012-04-10 00:00:00.000,USD,CNY,8.2795,8.2787,2012-04-10 00:00:00.000
3838,3839,2012-04-10 00:00:00.000,USD,EUR,1.1415,1.1413,2012-04-10 00:00:00.000
3839,3840,2012-04-10 00:00:00.000,USD,GBP,0.6881,0.6875,2012-04-10 00:00:00.000
3840,3841,2012-04-10 00:00:00.000,USD,JPY,108.055,108.052,2012-04-10 00:00:00.000
3841,3842,2012-04-10 00:00:00.000,USD,MXN,9.4209,9.413,2012-04-10 00:00:00.000
3842,3843,2012-04-10 00:00:00.000,USD,SAR,3.7507,3.7454,2012-04-10 00:00:00.000
3843,3844,2012-04-10 00:00:00.000,USD,VEB,690.75,690.74,2012-04-10 00:00:00.000
3844,3845,2012-04-11 00:00:00.000,USD,ARS,0.9998,0.9999,2012-04-11 00:00:00.000
3845,3846,2012-04-11 00:00:00.000,USD,AUD,1.8207,1.8209,2012-04-11 00:00:00.000
3846,3847,2012-04-11 00:00:00.000,USD,BRL,1.847,1.855,2012-04-11 00:00:00.000
3847,3848,2012-04-11 00:00:00.000,USD,CAD,1.4874,1.4925,2012-04-11 00:00:00.000
3848,3849,2012-04-11 00:00:00.000,USD,CNY,8.28,8.2806,2012-04-11 00:00:00.000
3849,3850,2012-04-11 00:00:00.000,USD,EUR,1.1444,1.1453,2012-04-11 00:00:00.000
3850,3851,2012-04-11 00:00:00.000,USD,GBP,0.6887,0.6896,2012-04-11 00:00:00.000
3851,3852,2012-04-11 00:00:00.000,USD,JPY,107.772,107.782,2012-04-11 00:00:00.000
3852,3853,2012-04-11 00:00:00.000,USD,MXN,9.4337,9.438,2012-04-11 00:00:00.000
3853,3854,2012-04-11 00:00:00.000,USD,SAR,3.7507,3.7589,2012-04-11 00:00:00.000
3854,3855,2012-04-11 00:00:00.000,USD,VEB,690.0,690.0299,2012-04-11 00:00:00.000
3855,3856,2012-04-12 00:00:00.000,USD,ARS,0.9998,0.9995,2012-04-12 00:00:00.000
3856,3857,2012-04-12 00:00:00.000,USD,AUD,1.822,1.8214,2012-04-12 00:00:00.000
3857,3858,2012-04-12 00:00:00.000,USD,BRL,1.851,1.85,2012-04-12 00:00:00.000
3858,3859,2012-04-12 00:00:00.000,USD,CAD,1.4878,1.4794,2012-04-12 00:00:00.000
3859,3860,2012-04-12 00:00:00.000,USD,CNY,8.2798,8.2794,2012-04-12 00:00:00.000
3860,3861,2012-04-12 00:00:00.000,USD,EUR,1.1332,1.1325,2012-04-12 00:00:00.000
3861,3862,2012-04-12 00:00:00.000,USD,GBP,0.6834,0.6827,2012-04-12 00:00:00.000
3862,3863,2012-04-12 00:00:00.000,USD,JPY,107.651,107.605,2012-04-12 00:00:00.000
3863,3864,2012-04-12 00:00:00.000,USD,MXN,9.4175,9.409,2012-04-12 00:00:00.000
3864,3865,2012-04-12 00:00:00.000,USD,SAR,3.7507,3.7408,2012-04-12 00:00:00.000
3865,3866,2012-04-12 00:00:00.000,USD,VEB,690.2599,690.1799,2012-04-12 00:00:00.000
3866,3867,2012-04-13 00:00:00.000,USD,ARS,0.9998,1.0,2012-04-13 00:00:00.000
3867,3868,2012-04-13 00:00:00.000,USD,AUD,1.8142,1.8147,2012-04-13 00:00:00.000
3868,3869,2012-04-13 00:00:00.000,USD,BRL,1.849,1.853,2012-04-13 00:00:00.000
3869,3870,2012-04-13 00:00:00.000,USD,CAD,1.4967,1.5057,2012-04-13 00:00:00.000
3870,3871,2012-04-13 00:00:00.000,USD,CNY,8.2803,8.2804,2012-04-13 00:00:00.000
3871,3872,2012-04-13 00:00:00.000,USD,EUR,1.1325,1.1331,2012-04-13 00:00:00.000
3872,3873,2012-04-13 00:00:00.000,USD,GBP,0.6831,0.6838,2012-04-13 00:00:00.000
3873,3874,2012-04-13 00:00:00.000,USD,JPY,107.42,107.4929,2012-04-13 00:00:00.000
3874,3875,2012-04-13 00:00:00.000,USD,MXN,9.425,9.426,2012-04-13 00:00:00.000
3875,3876,2012-04-13 00:00:00.000,USD,SAR,3.7509,3.757,2012-04-13 00:00:00.000
3876,3877,2012-04-13 00:00:00.000,USD,VEB,690.75,690.7999,2012-04-13 00:00:00.000
3877,3878,2012-04-14 00:00:00.000,USD,ARS,1.0,0.9993,2012-04-14 00:00:00.000
3878,3879,2012-04-14 00:00:00.000,USD,AUD,1.8348,1.8342,2012-04-14 00:00:00.000
3879,3880,2012-04-14 00:00:00.000,USD,BRL,1.844,1.84,2012-04-14 00:00:00.000
3880,3881,2012-04-14 00:00:00.000,USD,CAD,1.5008,1.4965,2012-04-14 00:00:00.000
3881,3882,2012-04-14 00:00:00.000,USD,CNY,8.2806,8.28,2012-04-14 00:00:00.000
3882,3883,2012-04-14 00:00:00.000,USD,EUR,1.1375,1.1366,2012-04-14 00:00:00.000
3883,3884,2012-04-14 00:00:00.000,USD,GBP,0.6835,0.6833,2012-04-14 00:00:00.000
3884,3885,2012-04-14 00:00:00.000,USD,JPY,107.62,107.577,2012-04-14 00:00:00.000
3885,3886,2012-04-14 00:00:00.000,USD,MXN,9.4515,9.445,2012-04-14 00:00:00.000
3886,3887,2012-04-14 00:00:00.000,USD,SAR,3.7509,3.7503,2012-04-14 00:00:00.000
3887,3888,2012-04-14 00:00:00.000,USD,VEB,690.69,690.6,2012-04-14 00:00:00.000
3888,3889,2012-04-15 00:00:00.000,USD,ARS,1.0,1.0001,2012-04-15 00:00:00.000
3889,3890,2012-04-15 00:00:00.000,USD,AUD,1.8348,1.8354,2012-04-15 00:00:00.000
3890,3891,2012-04-15 00:00:00.000,USD,BRL,1.844,1.846,2012-04-15 00:00:00.000
3891,3892,2012-04-15 00:00:00.000,USD,CAD,1.5008,1.5044,2012-04-15 00:00:00.000
3892,3893,2012-04-15 00:00:00.000,USD,CNY,8.2806,8.2807,2012-04-15 00:00:00.000
3893,3894,2012-04-15 00:00:00.000,USD,EUR,1.1375,1.1378,2012-04-15 00:00:00.000
3894,3895,2012-04-15 00:00:00.000,USD,GBP,0.6835,0.6838,2012-04-15 00:00:00.000
3895,3896,2012-04-15 00:00:00.000,USD,JPY,107.62,107.626,2012-04-15 00:00:00.000
3896,3897,2012-04-15 00:00:00.000,USD,MXN,9.4515,9.461,2012-04-15 00:00:00.000
3897,3898,2012-04-15 00:00:00.000,USD,SAR,3.7509,3.7532,2012-04-15 00:00:00.000
3898,3899,2012-04-15 00:00:00.000,USD,VEB,690.69,690.71,2012-04-15 00:00:00.000
3899,3900,2012-04-16 00:00:00.000,USD,ARS,1.0,0.9999,2012-04-16 00:00:00.000
3900,3901,2012-04-16 00:00:00.000,USD,AUD,1.8348,1.8348,2012-04-16 00:00:00.000
3901,3902,2012-04-16 00:00:00.000,USD,BRL,1.844,1.839,2012-04-16 00:00:00.000
3902,3903,2012-04-16 00:00:00.000,USD,CAD,1.5008,1.4976,2012-04-16 00:00:00.000
3903,3904,2012-04-16 00:00:00.000,USD,CNY,8.2797,8.2797,2012-04-16 00:00:00.000
3904,3905,2012-04-16 00:00:00.000,USD,EUR,1.1375,1.1369,2012-04-16 00:00:00.000
3905,3906,2012-04-16 00:00:00.000,USD,GBP,0.6835,0.6826,2012-04-16 00:00:00.000
3906,3907,2012-04-16 00:00:00.000,USD,JPY,107.62,107.547,2012-04-16 00:00:00.000
3907,3908,2012-04-16 00:00:00.000,USD,MXN,9.4515,9.4469,2012-04-16 00:00:00.000
3908,3909,2012-04-16 00:00:00.000,USD,SAR,3.7509,3.7452,2012-04-16 00:00:00.000
3909,3910,2012-04-16 00:00:00.000,USD,VEB,690.69,690.6399,2012-04-16 00:00:00.000
3910,3911,2012-04-17 00:00:00.000,USD,ARS,1.0,1.0004,2012-04-17 00:00:00.000
3911,3912,2012-04-17 00:00:00.000,USD,AUD,1.8381,1.8385,2012-04-17 00:00:00.000
3912,3913,2012-04-17 00:00:00.000,USD,BRL,1.844,1.851,2012-04-17 00:00:00.000
3913,3914,2012-04-17 00:00:00.000,USD,CAD,1.5059,1.5142,2012-04-17 00:00:00.000
3914,3915,2012-04-17 00:00:00.000,USD,CNY,8.2797,8.2802,2012-04-17 00:00:00.000
3915,3916,2012-04-17 00:00:00.000,USD,EUR,1.1326,1.1328,2012-04-17 00:00:00.000
3916,3917,2012-04-17 00:00:00.000,USD,GBP,0.6784,0.6791,2012-04-17 00:00:00.000
3917,3918,2012-04-17 00:00:00.000,USD,JPY,108.27,108.3499,2012-04-17 00:00:00.000
3918,3919,2012-04-17 00:00:00.000,USD,MXN,9.4515,9.457,2012-04-17 00:00:00.000
3919,3920,2012-04-17 00:00:00.000,USD,SAR,3.7509,3.7511,2012-04-17 00:00:00.000
3920,3921,2012-04-17 00:00:00.000,USD,VEB,690.69,690.72,2012-04-17 00:00:00.000
3921,3922,2012-04-18 00:00:00.000,USD,ARS,0.9998,0.9998,2012-04-18 00:00:00.000
3922,3923,2012-04-18 00:00:00.000,USD,AUD,1.8298,1.8294,2012-04-18 00:00:00.000
3923,3924,2012-04-18 00:00:00.000,USD,BRL,1.853,1.85,2012-04-18 00:00:00.000
3924,3925,2012-04-18 00:00:00.000,USD,CAD,1.5105,1.5066,2012-04-18 00:00:00.000
3925,3926,2012-04-18 00:00:00.000,USD,CNY,8.2797,8.279,2012-04-18 00:00:00.000
3926,3927,2012-04-18 00:00:00.000,USD,EUR,1.1382,1.1372,2012-04-18 00:00:00.000
3927,3928,2012-04-18 00:00:00.000,USD,GBP,0.6814,0.6813,2012-04-18 00:00:00.000
3928,3929,2012-04-18 00:00:00.000,USD,JPY,108.883,108.858,2012-04-18 00:00:00.000
3929,3930,2012-04-18 00:00:00.000,USD,MXN,9.425,9.4239,2012-04-18 00:00:00.000
3930,3931,2012-04-18 00:00:00.000,USD,SAR,3.7509,3.7488,2012-04-18 00:00:00.000
3931,3932,2012-04-18 00:00:00.000,USD,VEB,691.5,691.4199,2012-04-18 00:00:00.000
3932,3933,2012-04-19 00:00:00.000,USD,ARS,0.9998,1.0005,2012-04-19 00:00:00.000
3933,3934,2012-04-19 00:00:00.000,USD,AUD,1.8334,1.8344,2012-04-19 00:00:00.000
3934,3935,2012-04-19 00:00:00.000,USD,BRL,1.853,1.855,2012-04-19 00:00:00.000
3935,3936,2012-04-19 00:00:00.000,USD,CAD,1.5098,1.5119,2012-04-19 00:00:00.000
3936,3937,2012-04-19 00:00:00.000,USD,CNY,8.2797,8.2806,2012-04-19 00:00:00.000
3937,3938,2012-04-19 00:00:00.000,USD,EUR,1.1386,1.1387,2012-04-19 00:00:00.000
3938,3939,2012-04-19 00:00:00.000,USD,GBP,0.6818,0.6826,2012-04-19 00:00:00.000
3939,3940,2012-04-19 00:00:00.000,USD,JPY,108.74,108.8259,2012-04-19 00:00:00.000
3940,3941,2012-04-19 00:00:00.000,USD,MXN,9.425,9.426,2012-04-19 00:00:00.000
3941,3942,2012-04-19 00:00:00.000,USD,SAR,3.7509,3.7608,2012-04-19 00:00:00.000
3942,3943,2012-04-19 00:00:00.000,USD,VEB,691.5,691.5299,2012-04-19 00:00:00.000
3943,3944,2012-04-20 00:00:00.000,USD,ARS,0.9998,0.9992,2012-04-20 00:00:00.000
3944,3945,2012-04-20 00:00:00.000,USD,AUD,1.8591,1.8581,2012-04-20 00:00:00.000
3945,3946,2012-04-20 00:00:00.000,USD,BRL,1.8522,1.843,2012-04-20 00:00:00.000
3946,3947,2012-04-20 00:00:00.000,USD,CAD,1.4946,1.4865,2012-04-20 00:00:00.000
3947,3948,2012-04-20 00:00:00.000,USD,CNY,8.2797,8.2789,2012-04-20 00:00:00.000
3948,3949,2012-04-20 00:00:00.000,USD,EUR,1.1438,1.1432,2012-04-20 00:00:00.000
3949,3950,2012-04-20 00:00:00.000,USD,GBP,0.6855,0.6854,2012-04-20 00:00:00.000
3950,3951,2012-04-20 00:00:00.000,USD,JPY,109.4,109.334,2012-04-20 00:00:00.000
3951,3952,2012-04-20 00:00:00.000,USD,MXN,9.4541,9.4489,2012-04-20 00:00:00.000
3952,3953,2012-04-20 00:00:00.000,USD,SAR,3.7509,3.7425,2012-04-20 00:00:00.000
3953,3954,2012-04-20 00:00:00.000,USD,VEB,691.5099,691.46,2012-04-20 00:00:00.000
3954,3955,2012-04-21 00:00:00.000,USD,ARS,0.9998,1.0004,2012-04-21 00:00:00.000
3955,3956,2012-04-21 00:00:00.000,USD,AUD,1.8723,1.8732,2012-04-21 00:00:00.000
3956,3957,2012-04-21 00:00:00.000,USD,BRL,1.8522,1.858,2012-04-21 00:00:00.000
3957,3958,2012-04-21 00:00:00.000,USD,CAD,1.497,1.5065,2012-04-21 00:00:00.000
3958,3959,2012-04-21 00:00:00.000,USD,CNY,8.2797,8.2803,2012-04-21 00:00:00.000
3959,3960,2012-04-21 00:00:00.000,USD,EUR,1.1463,1.147,2012-04-21 00:00:00.000
3960,3961,2012-04-21 00:00:00.000,USD,GBP,0.6898,0.6905,2012-04-21 00:00:00.000
3961,3962,2012-04-21 00:00:00.000,USD,JPY,108.97,109.023,2012-04-21 00:00:00.000
3962,3963,2012-04-21 00:00:00.000,USD,MXN,9.4541,9.4589,2012-04-21 00:00:00.000
3963,3964,2012-04-21 00:00:00.000,USD,SAR,3.7509,3.7585,2012-04-21 00:00:00.000
3964,3965,2012-04-21 00:00:00.000,USD,VEB,691.5099,691.5099,2012-04-21 00:00:00.000
3965,3966,2012-04-22 00:00:00.000,USD,ARS,0.9991,0.9988,2012-04-22 00:00:00.000
3966,3967,2012-04-22 00:00:00.000,USD,AUD,1.8751,1.8742,2012-04-22 00:00:00.000
3967,3968,2012-04-22 00:00:00.000,USD,BRL,1.856,1.856,2012-04-22 00:00:00.000
3968,3969,2012-04-22 00:00:00.000,USD,CAD,1.5023,1.4936,2012-04-22 00:00:00.000
3969,3970,2012-04-22 00:00:00.000,USD,CNY,8.2797,8.2796,2012-04-22 00:00:00.000
3970,3971,2012-04-22 00:00:00.000,USD,EUR,1.1516,1.1511,2012-04-22 00:00:00.000
3971,3972,2012-04-22 00:00:00.000,USD,GBP,0.6901,0.6899,2012-04-22 00:00:00.000
3972,3973,2012-04-22 00:00:00.000,USD,JPY,108.84,108.778,2012-04-22 00:00:00.000
3973,3974,2012-04-22 00:00:00.000,USD,MXN,9.471,9.4619,2012-04-22 00:00:00.000
3974,3975,2012-04-22 00:00:00.000,USD,SAR,3.7507,3.7477,2012-04-22 00:00:00.000
3975,3976,2012-04-22 00:00:00.000,USD,VEB,691.75,691.73,2012-04-22 00:00:00.000
3976,3977,2012-04-23 00:00:00.000,USD,ARS,0.9991,0.9995,2012-04-23 00:00:00.000
3977,3978,2012-04-23 00:00:00.000,USD,AUD,1.8727,1.8729,2012-04-23 00:00:00.000
3978,3979,2012-04-23 00:00:00.000,USD,BRL,1.856,1.859,2012-04-23 00:00:00.000
3979,3980,2012-04-23 00:00:00.000,USD,CAD,1.5035,1.5079,2012-04-23 00:00:00.000
3980,3981,2012-04-23 00:00:00.000,USD,CNY,8.2797,8.2805,2012-04-23 00:00:00.000
3981,3982,2012-04-23 00:00:00.000,USD,EUR,1.151,1.1518,2012-04-23 00:00:00.000
3982,3983,2012-04-23 00:00:00.000,USD,GBP,0.6919,0.6923,2012-04-23 00:00:00.000
3983,3984,2012-04-23 00:00:00.000,USD,JPY,108.88,108.91,2012-04-23 00:00:00.000
3984,3985,2012-04-23 00:00:00.000,USD,MXN,9.471,9.477,2012-04-23 00:00:00.000
3985,3986,2012-04-23 00:00:00.000,USD,SAR,3.7509,3.7559,2012-04-23 00:00:00.000
3986,3987,2012-04-23 00:00:00.000,USD,VEB,691.75,691.85,2012-04-23 00:00:00.000
3987,3988,2012-04-24 00:00:00.000,USD,ARS,0.9991,0.9987,2012-04-24 00:00:00.000
3988,3989,2012-04-24 00:00:00.000,USD,AUD,1.873,1.8726,2012-04-24 00:00:00.000
3989,3990,2012-04-24 00:00:00.000,USD,BRL,1.856,1.853,2012-04-24 00:00:00.000
3990,3991,2012-04-24 00:00:00.000,USD,CAD,1.5035,1.5005,2012-04-24 00:00:00.000
3991,3992,2012-04-24 00:00:00.000,USD,CNY,8.2804,8.2804,2012-04-24 00:00:00.000
3992,3993,2012-04-24 00:00:00.000,USD,EUR,1.151,1.1504,2012-04-24 00:00:00.000
3993,3994,2012-04-24 00:00:00.000,USD,GBP,0.6919,0.6915,2012-04-24 00:00:00.000
3994,3995,2012-04-24 00:00:00.000,USD,JPY,108.95,108.92,2012-04-24 00:00:00.000
3995,3996,2012-04-24 00:00:00.000,USD,MXN,9.471,9.4689,2012-04-24 00:00:00.000
3996,3997,2012-04-24 00:00:00.000,USD,SAR,3.7509,3.7456,2012-04-24 00:00:00.000
3997,3998,2012-04-24 00:00:00.000,USD,VEB,691.75,691.6599,2012-04-24 00:00:00.000
3998,3999,2012-04-25 00:00:00.000,USD,ARS,0.9998,1.0001,2012-04-25 00:00:00.000
3999,4000,2012-04-25 00:00:00.000,USD,AUD,1.8675,1.8678,2012-04-25 00:00:00.000
4000,4001,2012-04-25 00:00:00.000,USD,BRL,1.854,1.862,2012-04-25 00:00:00.000
4001,4002,2012-04-25 00:00:00.000,USD,CAD,1.5037,1.5064,2012-04-25 00:00:00.000
4002,4003,2012-04-25 00:00:00.000,USD,CNY,8.2797,8.2798,2012-04-25 00:00:00.000
4003,4004,2012-04-25 00:00:00.000,USD,EUR,1.1517,1.1517,2012-04-25 00:00:00.000
4004,4005,2012-04-25 00:00:00.000,USD,GBP,0.6902,0.6905,2012-04-25 00:00:00.000
4005,4006,2012-04-25 00:00:00.000,USD,JPY,108.877,108.949,2012-04-25 00:00:00.000
4006,4007,2012-04-25 00:00:00.000,USD,MXN,9.4726,9.477,2012-04-25 00:00:00.000
4007,4008,2012-04-25 00:00:00.000,USD,SAR,3.7509,3.7581,2012-04-25 00:00:00.000
4008,4009,2012-04-25 00:00:00.000,USD,VEB,691.7599,691.83,2012-04-25 00:00:00.000
4009,4010,2012-04-26 00:00:00.000,USD,ARS,0.9998,0.999,2012-04-26 00:00:00.000
4010,4011,2012-04-26 00:00:00.000,USD,AUD,1.8744,1.874,2012-04-26 00:00:00.000
4011,4012,2012-04-26 00:00:00.000,USD,BRL,1.86,1.853,2012-04-26 00:00:00.000
4012,4013,2012-04-26 00:00:00.000,USD,CAD,1.5004,1.4986,2012-04-26 00:00:00.000
4013,4014,2012-04-26 00:00:00.000,USD,CNY,8.2797,8.2788,2012-04-26 00:00:00.000
4014,4015,2012-04-26 00:00:00.000,USD,EUR,1.1477,1.1473,2012-04-26 00:00:00.000
4015,4016,2012-04-26 00:00:00.000,USD,GBP,0.6871,0.6865,2012-04-26 00:00:00.000
4016,4017,2012-04-26 00:00:00.000,USD,JPY,107.857,107.855,2012-04-26 00:00:00.000
4017,4018,2012-04-26 00:00:00.000,USD,MXN,9.4696,9.461,2012-04-26 00:00:00.000
4018,4019,2012-04-26 00:00:00.000,USD,SAR,3.7509,3.75,2012-04-26 00:00:00.000
4019,4020,2012-04-26 00:00:00.000,USD,VEB,692.5,692.3999,2012-04-26 00:00:00.000
4020,4021,2012-04-27 00:00:00.000,USD,ARS,0.9998,1.0004,2012-04-27 00:00:00.000
4021,4022,2012-04-27 00:00:00.000,USD,AUD,1.8709,1.8718,2012-04-27 00:00:00.000
4022,4023,2012-04-27 00:00:00.000,USD,BRL,1.862,1.867,2012-04-27 00:00:00.000
4023,4024,2012-04-27 00:00:00.000,USD,CAD,1.5059,1.5147,2012-04-27 00:00:00.000
4024,4025,2012-04-27 00:00:00.000,USD,CNY,8.2794,8.2799,2012-04-27 00:00:00.000
4025,4026,2012-04-27 00:00:00.000,USD,EUR,1.1505,1.1513,2012-04-27 00:00:00.000
4026,4027,2012-04-27 00:00:00.000,USD,GBP,0.6835,0.6842,2012-04-27 00:00:00.000
4027,4028,2012-04-27 00:00:00.000,USD,JPY,107.634,107.669,2012-04-27 00:00:00.000
4028,4029,2012-04-27 00:00:00.000,USD,MXN,9.4749,9.4789,2012-04-27 00:00:00.000
4029,4030,2012-04-27 00:00:00.000,USD,SAR,3.7509,3.758,2012-04-27 00:00:00.000
4030,4031,2012-04-27 00:00:00.000,USD,VEB,692.3,692.36,2012-04-27 00:00:00.000
4031,4032,2012-04-28 00:00:00.000,USD,ARS,0.9998,0.9988,2012-04-28 00:00:00.000
4032,4033,2012-04-28 00:00:00.000,USD,AUD,1.8792,1.8791,2012-04-28 00:00:00.000
4033,4034,2012-04-28 00:00:00.000,USD,BRL,1.862,1.857,2012-04-28 00:00:00.000
4034,4035,2012-04-28 00:00:00.000,USD,CAD,1.5109,1.5021,2012-04-28 00:00:00.000
4035,4036,2012-04-28 00:00:00.000,USD,CNY,8.2794,8.2784,2012-04-28 00:00:00.000
4036,4037,2012-04-28 00:00:00.000,USD,EUR,1.16,1.1593,2012-04-28 00:00:00.000
4037,4038,2012-04-28 00:00:00.000,USD,GBP,0.6804,0.6795,2012-04-28 00:00:00.000
4038,4039,2012-04-28 00:00:00.000,USD,JPY,107.629,107.572,2012-04-28 00:00:00.000
4039,4040,2012-04-28 00:00:00.000,USD,MXN,9.596,9.586,2012-04-28 00:00:00.000
4040,4041,2012-04-28 00:00:00.000,USD,SAR,3.7509,3.7454,2012-04-28 00:00:00.000
4041,4042,2012-04-28 00:00:00.000,USD,VEB,692.3,692.2899,2012-04-28 00:00:00.000
4042,4043,2012-04-29 00:00:00.000,USD,ARS,0.9991,1.0001,2012-04-29 00:00:00.000
4043,4044,2012-04-29 00:00:00.000,USD,AUD,1.8975,1.8983,2012-04-29 00:00:00.000
4044,4045,2012-04-29 00:00:00.000,USD,BRL,1.87,1.873,2012-04-29 00:00:00.000
4045,4046,2012-04-29 00:00:00.000,USD,CAD,1.5075,1.5138,2012-04-29 00:00:00.000
4046,4047,2012-04-29 00:00:00.000,USD,CNY,8.2791,8.28,2012-04-29 00:00:00.000
4047,4048,2012-04-29 00:00:00.000,USD,EUR,1.1717,1.1722,2012-04-29 00:00:00.000
4048,4049,2012-04-29 00:00:00.000,USD,GBP,0.6889,0.6889,2012-04-29 00:00:00.000
4049,4050,2012-04-29 00:00:00.000,USD,JPY,107.839,107.895,2012-04-29 00:00:00.000
4050,4051,2012-04-29 00:00:00.000,USD,MXN,9.521,9.5269,2012-04-29 00:00:00.000
4051,4052,2012-04-29 00:00:00.000,USD,SAR,3.7507,3.7606,2012-04-29 00:00:00.000
4052,4053,2012-04-29 00:00:00.000,USD,VEB,692.8,692.85,2012-04-29 00:00:00.000
4053,4054,2012-04-30 00:00:00.000,USD,ARS,0.9991,0.9983,2012-04-30 00:00:00.000
