,DueDate,CustomerID,SalesPersonID,BillToAddressID,ShipToAddressID,ShipMethodID,LocalID
6165,2015-10-26,29935,276,996,996,5,22781
6166,2015-10-26,30055,275,601,601,5,22782
6167,2015-10-28,29684,277,795,795,5,22783
6168,2015-10-25,29540,279,931,931,5,22784
6169,2015-10-28,29517,277,794,794,5,22785
6170,2015-10-26,29524,275,599,599,5,22786
6171,2015-11-01,30094,276,1031,1031,5,22787
6172,2015-10-29,29779,290,690,690,5,22788
6173,2015-10-28,29816,283,833,297,5,22789
6174,2015-10-25,29942,284,854,854,5,22790
6175,2015-10-26,30107,276,1099,1099,5,22791
6176,2015-10-28,30042,289,523,523,5,22792
6177,2015-10-27,29575,290,698,698,5,22793
6178,2015-10-31,30076,281,1076,1076,5,22794
6179,2015-11-01,29977,290,711,711,5,22795
6180,2015-11-02,30103,290,710,710,5,22796
6181,2015-10-24,30023,275,594,594,5,22797
6182,2015-10-27,30026,290,691,691,5,22798
6183,2015-10-31,29564,290,708,708,5,22799
6184,2015-10-28,29899,290,696,696,5,22800
6185,2015-10-30,29869,287,688,688,5,22801
6186,2015-10-26,29983,289,554,554,5,22802
6187,2015-10-31,30073,287,680,680,5,22803
6188,2015-10-25,29556,285,413,413,5,22804
6189,2015-10-24,29633,277,763,763,5,22805
6190,2015-10-27,29712,290,684,684,5,22806
6191,2015-11-02,29919,276,1005,1005,5,22807
6192,2015-10-30,30060,277,798,798,5,22808
6193,2015-10-25,29798,279,914,914,5,22809
6194,2015-10-25,29996,277,779,779,5,22810
6195,2015-10-29,29586,288,718,718,5,22811
6196,2015-10-27,29725,288,754,754,5,22812
6197,2015-10-27,30101,290,709,709,5,22813
6198,2015-10-29,29586,288,718,718,5,22814
6199,2015-10-31,29789,278,501,501,5,22815
6200,2015-10-25,29503,278,541,32,5,22816
6201,2015-10-29,29626,279,909,909,5,22817
6202,2015-10-25,30021,289,496,496,5,22818
6203,2015-10-27,30059,286,426,426,5,22819
6204,2015-11-01,29724,277,829,829,5,22820
6205,2015-10-31,29691,279,940,940,5,22821
6206,2015-10-24,29817,279,987,987,5,22822
6207,2015-10-24,29640,279,924,924,5,22823
6208,2015-10-28,30054,277,796,796,5,22824
6209,2015-10-27,30058,278,510,510,5,22825
6210,2015-10-29,29895,289,524,524,5,22826
6211,2015-10-30,29986,290,714,714,5,22827
6212,2015-10-31,30115,289,499,499,5,22828
6213,2015-11-01,29892,289,476,476,5,22829
6214,2015-10-29,29911,278,538,538,5,22830
6215,2015-11-02,29828,277,828,828,5,22831
6216,2015-10-26,29643,280,899,899,5,22832
6217,2015-10-27,29797,289,455,455,5,22833
6218,2015-10-27,29509,277,816,816,5,22834
6219,2015-11-01,29555,277,772,772,5,22835
6220,2015-10-28,29666,278,468,468,5,22836
6221,2015-10-29,30011,279,969,969,5,22837
6222,2015-10-24,29818,276,1104,1104,5,22838
6223,2015-11-01,30085,277,803,803,5,22839
6224,2015-11-01,29597,279,916,916,5,22840
6225,2015-10-28,29945,279,919,919,5,22841
6226,2015-10-31,29571,284,864,864,5,22842
6227,2015-10-29,29800,283,839,839,5,22843
6228,2015-10-25,30024,274,866,866,5,22844
6229,2015-10-31,29675,277,765,765,5,22845
6230,2015-10-27,29569,275,562,562,5,22846
6231,2015-10-26,30091,277,784,784,5,22847
6232,2015-10-26,29857,282,666,666,5,22848
6233,2015-10-27,29848,275,625,625,5,22849
6234,2015-10-28,29979,290,712,712,5,22850
6235,2015-10-28,29910,289,502,502,5,22851
6236,2015-10-28,29924,276,1002,1002,5,22852
6237,2015-11-01,30095,275,587,587,5,22853
6238,2015-10-27,29617,274,880,880,5,22854
6239,2015-11-01,29940,290,685,685,5,22855
6240,2015-10-28,29665,286,412,412,5,22856
6241,2015-10-26,29593,275,585,585,5,22857
6242,2015-10-24,29830,278,553,553,5,22858
6243,2015-10-25,29846,279,979,979,5,22859
6244,2015-10-25,29851,282,657,657,5,22860
6245,2015-11-02,29866,275,588,588,5,22861
6246,2015-11-02,29516,286,424,424,5,22862
6247,2015-10-24,30035,275,626,626,5,22863
6248,2015-10-25,29918,289,460,460,5,22864
6249,2015-10-24,29547,286,422,422,5,22865
6250,2015-10-25,30064,283,847,847,5,22866
6251,2015-10-25,30113,282,653,653,5,22867
6252,2015-10-28,21469,-1,17803,17803,1,22868
6253,2015-10-25,21438,-1,22697,22697,1,22869
6254,2015-11-02,22613,-1,14345,14345,1,22870
6255,2015-11-01,11247,-1,14898,14898,1,22871
6256,2015-10-24,11417,-1,21465,21465,1,22872
6257,2015-10-31,14945,-1,21471,21471,1,22873
6258,2015-10-29,11239,-1,25489,25489,1,22874
6259,2015-10-30,22312,-1,19767,19767,1,22875
6260,2015-10-27,15549,-1,14119,14119,1,22876
6261,2015-10-28,16231,-1,27913,27913,1,22877
6262,2015-11-01,21349,-1,23266,23266,1,22878
6263,2015-10-29,11550,-1,15096,15096,1,22879
6264,2015-10-29,11281,-1,28225,28225,1,22880
6265,2015-10-29,26658,-1,14682,14682,1,22881
6266,2015-10-24,18903,-1,22135,22135,1,22882
6267,2015-10-31,11109,-1,20252,20252,1,22883
6268,2015-10-28,11010,-1,15412,15412,1,22884
6269,2015-10-27,17513,-1,23672,23672,1,22885
6270,2015-10-24,29042,-1,13280,13280,1,22886
6271,2015-10-28,19171,-1,17199,17199,1,22887
6272,2015-10-31,18217,-1,23825,23825,1,22888
6273,2015-10-27,11243,-1,22782,22782,1,22889
6274,2015-10-31,12308,-1,26817,26817,1,22890
6275,2015-10-29,11316,-1,26653,26653,1,22891
6276,2015-11-02,11275,-1,20583,20583,1,22892
6277,2015-10-25,11063,-1,17874,17874,1,22893
6278,2015-10-24,11092,-1,15209,15209,1,22894
6279,2015-10-29,26307,-1,27355,27355,1,22895
6280,2015-11-02,23688,-1,20833,20833,1,22896
6281,2015-10-26,21488,-1,22145,22145,1,22897
6282,2015-10-31,19212,-1,20803,20803,1,22898
6283,2015-10-28,21017,-1,27611,27611,1,22899
6284,2015-11-02,18244,-1,28941,28941,1,22900
6285,2015-10-24,12124,-1,27575,27575,1,22901
6286,2015-10-31,20834,-1,24418,24418,1,22902
6287,2015-10-28,11739,-1,26195,26195,1,22903
6288,2015-10-29,11272,-1,20720,20720,1,22904
6289,2015-10-30,11088,-1,26984,26984,1,22905
6290,2015-10-31,24606,-1,17968,17968,1,22906
6291,2015-10-24,11107,-1,13816,13816,1,22907
6292,2015-11-02,11080,-1,23338,23338,1,22908
6293,2015-10-30,25088,-1,28477,28477,1,22909
6294,2015-10-24,11452,-1,27815,27815,1,22910
6295,2015-10-26,22254,-1,12918,12918,1,22911
6296,2015-11-02,25605,-1,26863,26863,1,22912
6297,2015-10-31,14198,-1,15018,15018,1,22913
6298,2015-10-25,26831,-1,18287,18287,1,22914
6299,2015-10-25,23607,-1,18145,18145,1,22915
6300,2015-10-30,22828,-1,25762,25762,1,22916
6301,2015-10-30,16803,-1,23517,23517,1,22917
6302,2015-10-26,16807,-1,16616,16616,1,22918
6303,2015-10-30,11041,-1,18996,18996,1,22919
6304,2015-10-24,14146,-1,12373,12373,1,22920
6305,2015-10-30,22932,-1,18121,18121,1,22921
6306,2015-10-27,21300,-1,18284,18284,1,22922
6307,2015-10-27,27819,-1,18047,18047,1,22923
6308,2015-10-27,16794,-1,12574,12574,1,22924
6309,2015-10-26,16805,-1,12907,12907,1,22925
6310,2015-10-25,11259,-1,28469,28469,1,22926
6311,2015-10-24,11168,-1,27230,27230,1,22927
6312,2015-10-27,26657,-1,22995,22995,1,22928
6313,2015-10-28,18899,-1,14709,14709,1,22929
6314,2015-10-28,26654,-1,27647,27647,1,22930
6315,2015-11-01,18907,-1,17852,17852,1,22931
6316,2015-10-30,19202,-1,20808,20808,1,22932
6317,2015-10-30,22436,-1,22399,22399,1,22933
6318,2015-11-01,28694,-1,27547,27547,1,22934
6319,2015-10-31,18213,-1,17760,17760,1,22935
6320,2015-10-29,16687,-1,23516,23516,1,22936
6321,2015-11-02,16937,-1,28180,28180,1,22937
6322,2015-10-24,17098,-1,22466,22466,1,22938
6323,2015-10-28,11484,-1,11986,11986,1,22939
6324,2015-10-25,23606,-1,11639,11639,1,22940
6325,2015-10-28,19433,-1,17641,17641,1,22941
6326,2015-10-31,16316,-1,21157,21157,1,22942
6327,2015-10-28,16798,-1,15156,15156,1,22943
6328,2015-10-24,15555,-1,12208,12208,1,22944
6329,2015-11-01,20036,-1,13621,13621,1,22945
6330,2015-10-25,11289,-1,18999,18999,1,22946
6331,2015-10-29,11075,-1,23337,23337,1,22947
6332,2015-10-27,11018,-1,16433,16433,1,22948
6333,2015-10-30,11001,-1,14489,14489,1,22949
6334,2015-10-26,26311,-1,24460,24460,1,22950
6335,2015-10-28,29043,-1,14147,14147,1,22951
6336,2015-11-01,21487,-1,17387,17387,1,22952
6337,2015-10-25,19170,-1,25248,25248,1,22953
6338,2015-10-26,19198,-1,17001,17001,1,22954
6339,2015-10-25,22668,-1,16136,16136,1,22955
6340,2015-10-25,21014,-1,27765,27765,1,22956
6341,2015-11-01,26862,-1,25266,25266,1,22957
6342,2015-10-26,19475,-1,14786,14786,1,22958
6343,2015-10-31,13662,-1,13164,13164,1,22959
6344,2015-11-01,16792,-1,12267,12267,1,22960
6345,2015-10-31,11053,-1,16470,16470,1,22961
6346,2015-10-24,11616,-1,25399,25399,1,22962
6347,2015-10-30,16662,-1,26702,26702,1,22963
6348,2015-10-29,22273,-1,28782,28782,1,22964
6349,2015-10-30,22393,-1,28055,28055,1,22965
6350,2015-10-31,12315,-1,16312,16312,1,22966
6351,2015-10-25,18241,-1,26266,26266,1,22967
6352,2015-10-31,11403,-1,24540,24540,1,22968
6353,2015-10-25,16570,-1,29038,29038,1,22969
6354,2015-10-28,17700,-1,23792,23792,1,22970
6355,2015-10-27,11237,-1,16552,16552,1,22971
6356,2015-10-24,20039,-1,18333,18333,1,22972
6357,2015-11-01,16132,-1,18960,18960,1,22973
6358,2015-10-25,14078,-1,15605,15605,1,22974
6359,2015-10-24,11015,-1,20027,20027,1,22975
6360,2015-10-26,28671,-1,12389,12389,1,22976
6361,2015-10-24,11000,-1,22601,22601,1,22977
6362,2015-10-24,24427,-1,12144,12144,1,22978
6363,2015-10-31,21470,-1,12136,12136,1,22979
6364,2015-10-26,27799,-1,23139,23139,1,22980
6365,2015-10-24,22614,-1,13241,13241,1,22981
6366,2015-10-28,20977,-1,25901,25901,1,22982
6367,2015-10-27,18219,-1,23329,23329,1,22983
6368,2015-11-02,18222,-1,19080,19080,1,22984
6369,2015-10-24,19362,-1,14190,14190,1,22985
6370,2015-10-31,11337,-1,16744,16744,1,22986
6371,2015-10-27,22808,-1,18673,18673,1,22987
6372,2015-10-25,11291,-1,19633,19633,1,22988
6373,2015-10-30,11158,-1,26117,26117,1,22989
6374,2015-10-31,22931,-1,26674,26674,1,22990
6375,2015-10-27,18698,-1,22057,22057,1,22991
6376,2015-11-01,28201,-1,27667,27667,1,22992
6377,2015-11-01,21597,-1,26314,26314,1,22993
6378,2015-10-26,19160,-1,19130,19130,1,22994
6379,2015-10-29,19213,-1,12075,12075,1,22995
6380,2015-10-29,22630,-1,22304,22304,1,22996
6381,2015-10-28,22669,-1,28956,28956,1,22997
6382,2015-10-28,11244,-1,21821,21821,1,22998
6383,2015-10-30,19382,-1,25984,25984,1,22999
6384,2015-11-02,12300,-1,12214,12214,1,23000
6385,2015-10-29,19424,-1,17119,17119,1,23001
6386,2015-10-27,21858,-1,27339,27339,1,23002
6387,2015-11-02,13058,-1,15438,15438,1,23003
6388,2015-10-29,13747,-1,23404,23404,1,23004
6389,2015-10-29,11286,-1,15102,15102,1,23005
6390,2015-10-27,11266,-1,12589,12589,1,23006
6391,2015-10-24,11037,-1,20079,20079,1,23007
6392,2015-10-30,11022,-1,15557,15557,1,23008
6393,2015-10-25,27765,-1,25972,25972,1,23009
6394,2015-10-29,23104,-1,16555,16555,1,23010
6395,2015-10-26,24605,-1,22293,22293,1,23011
6396,2015-10-27,19271,-1,25197,25197,1,23012
6397,2015-10-25,11025,-1,21635,21635,1,23013
6398,2015-10-29,17511,-1,19449,19449,1,23014
6399,2015-10-28,26309,-1,22404,22404,1,23015
6400,2015-11-02,25085,-1,24478,24478,1,23016
6401,2015-11-02,24414,-1,24777,24777,1,23017
6402,2015-10-28,15276,-1,20773,20773,1,23018
6403,2015-10-26,21448,-1,18956,18956,1,23019
6404,2015-11-01,15017,-1,12037,12037,1,23020
6405,2015-11-02,14046,-1,15250,15250,1,23021
6406,2015-10-26,23759,-1,23690,23690,1,23022
6407,2015-10-28,11238,-1,12420,12420,1,23023
6408,2015-10-28,11481,-1,11512,11512,1,23024
6409,2015-10-31,11042,-1,28166,28166,1,23025
6410,2015-10-31,27744,-1,18497,18497,1,23026
6411,2015-10-24,26656,-1,19925,19925,1,23027
6412,2015-10-25,18900,-1,23601,23601,1,23028
6413,2015-10-26,11007,-1,12909,12909,1,23029
6414,2015-10-29,11052,-1,24347,24347,1,23030
6415,2015-10-29,16015,-1,12506,12506,1,23031
6416,2015-10-28,22274,-1,14297,14297,1,23032
6417,2015-10-25,19240,-1,22961,22961,1,23033
6418,2015-10-29,25780,-1,26913,26913,1,23034
6419,2015-10-31,25769,-1,19852,19852,1,23035
6420,2015-10-24,11401,-1,22884,22884,1,23036
6421,2015-10-26,11271,-1,18173,18173,1,23037
6422,2015-10-29,11175,-1,14503,14503,1,23038
6423,2015-10-26,11082,-1,16715,16715,1,23039
6424,2015-10-25,11104,-1,17189,17189,1,23040
6425,2015-10-29,11004,-1,20971,20971,1,23041
6426,2015-10-27,25087,-1,12820,12820,1,23042
6427,2015-11-02,11453,-1,13061,13061,1,23043
6428,2015-11-01,24404,-1,12938,12938,1,23044
6429,2015-11-02,24405,-1,29114,29114,1,23045
6430,2015-10-30,22262,-1,13717,13717,1,23046
6431,2015-10-29,25608,-1,26773,26773,1,23047
6432,2015-10-24,11439,-1,15273,15273,1,23048
6433,2015-10-27,29401,-1,27455,27455,1,23049
6434,2015-10-25,11246,-1,15197,15197,1,23050
6435,2015-10-25,21056,-1,23764,23764,1,23051
6436,2015-10-27,21039,-1,24179,24179,1,23052
6437,2015-10-31,13744,-1,14163,14163,1,23053
6438,2015-10-31,13746,-1,27424,27424,1,23054
6439,2015-11-02,11021,-1,20556,20556,1,23055
6440,2015-11-02,18902,-1,15540,15540,1,23056
6441,2015-10-31,11005,-1,16025,16025,1,23057
6442,2015-10-27,16098,-1,28980,28980,1,23058
6443,2015-11-02,26308,-1,17008,17008,1,23059
6444,2015-10-29,24420,-1,22880,22880,1,23060
6445,2015-10-30,21466,-1,27259,27259,1,23061
6446,2015-10-31,22441,-1,17738,17738,1,23062
6447,2015-10-30,20832,-1,11513,11513,1,23063
6448,2015-10-26,17949,-1,19060,19060,1,23064
6449,2015-11-01,14927,-1,28048,28048,1,23065
6450,2015-10-31,22445,-1,24827,24827,1,23066
6451,2015-10-27,21857,-1,19397,19397,1,23067
6452,2015-11-02,18957,-1,19716,19716,1,23068
6453,2015-10-31,15554,-1,17901,17901,1,23069
6454,2015-11-01,28206,-1,16183,16183,1,23070
6455,2015-10-24,19269,-1,27658,27658,1,23071
6456,2015-10-28,11444,-1,25290,25290,1,23072
6457,2015-10-27,19199,-1,27212,27212,1,23073
6458,2015-10-26,19211,-1,20680,20680,1,23074
6459,2015-11-01,19422,-1,24146,24146,1,23075
6460,2015-10-30,14264,-1,14173,14173,1,23076
6461,2015-10-28,18242,-1,28981,28981,1,23077
6462,2015-11-02,18238,-1,14055,14055,1,23078
6463,2015-11-01,24102,-1,11764,11764,1,23079
6464,2015-10-25,13778,-1,22302,22302,1,23080
6465,2015-10-29,15630,-1,25673,25673,1,23081
6466,2015-10-30,11339,-1,27021,27021,1,23082
6467,2015-11-01,12384,-1,15394,15394,1,23083
6468,2015-10-27,19361,-1,26696,26696,1,23084
6469,2015-10-29,12131,-1,24044,24044,1,23085
6470,2015-10-25,11064,-1,24508,24508,1,23086
6471,2015-10-27,11145,-1,28949,28949,1,23087
6472,2015-10-26,11124,-1,20811,20811,1,23088
6473,2015-10-24,11011,-1,27345,27345,1,23089
6474,2015-10-31,11077,-1,26541,26541,1,23090
6475,2015-10-29,11450,-1,28610,28610,1,23091
6476,2015-10-30,21576,-1,15755,15755,1,23092
6477,2015-10-26,24661,-1,21387,21387,1,23093
6478,2015-10-27,19169,-1,16761,16761,1,23094
6479,2015-10-30,14189,-1,23269,23269,1,23095
6480,2015-10-31,14275,-1,19975,19975,1,23096
6481,2015-10-25,12461,-1,12281,12281,1,23097
6482,2015-11-01,20837,-1,24747,24747,1,23098
6483,2015-10-27,26382,-1,14341,14341,1,23099
6484,2015-10-29,16327,-1,19265,19265,1,23100
6485,2015-10-28,13742,-1,15730,15730,1,23101
6486,2015-10-28,11252,-1,28097,28097,1,23102
6487,2015-10-29,19264,-1,25201,25201,1,23103
6488,2015-10-30,11069,-1,19064,19064,1,23104
6489,2015-10-24,11101,-1,26896,26896,1,23105
6490,2015-10-26,26306,-1,14784,14784,1,23106
6491,2015-10-27,24421,-1,23283,23283,1,23107
6492,2015-10-25,22398,-1,23562,23562,1,23108
6493,2015-10-24,19435,-1,27270,27270,1,23109
6494,2015-10-27,16400,-1,15795,15795,1,23110
6495,2015-10-29,23597,-1,19682,19682,1,23111
6496,2015-10-30,11290,-1,18553,18553,1,23112
6497,2015-10-29,11224,-1,11676,11676,1,23113
6498,2015-10-28,11090,-1,21916,21916,1,23114
6499,2015-10-27,12281,-1,27678,27678,1,23115
6500,2015-10-29,12272,-1,15660,15660,1,23116
6501,2015-10-26,11057,-1,26048,26048,1,23117
6502,2015-11-01,11451,-1,20327,20327,1,23118
6503,2015-10-26,21013,-1,25432,25432,1,23119
6504,2015-10-24,14181,-1,12161,12161,1,23120
6505,2015-11-01,16310,-1,27769,27769,1,23121
6506,2015-10-25,18301,-1,29045,29045,1,23122
6507,2015-10-28,11409,-1,16811,16811,1,23123
6508,2015-10-24,11468,-1,22053,22053,1,23124
6509,2015-10-29,28788,-1,16545,16545,1,23125
6510,2015-11-02,21407,-1,27187,27187,1,23126
6511,2015-10-24,27688,-1,20043,20043,1,23127
6512,2015-10-25,15138,-1,22826,22826,1,23128
6513,2015-10-25,16338,-1,20601,20601,1,23129
6514,2015-10-25,15640,-1,28102,28102,1,23130
6515,2015-10-24,18293,-1,15289,15289,1,23131
6516,2015-10-25,11530,-1,27981,27981,1,23132
6517,2015-10-30,27659,-1,25696,25696,1,23133
6518,2015-11-01,15571,-1,25892,25892,1,23134
6519,2015-10-31,24940,-1,12890,12890,1,23135
6520,2015-11-01,24293,-1,12659,12659,1,23136
6521,2015-10-25,23556,-1,18640,18640,1,23137
6522,2015-11-01,24994,-1,28110,28110,1,23138
6523,2015-11-01,15856,-1,14487,14487,1,23139
6524,2015-10-29,13199,-1,24892,24892,1,23140
6525,2015-10-28,15507,-1,18778,18778,1,23141
6526,2015-10-31,16982,-1,24404,24404,1,23142
6527,2015-11-02,14870,-1,27593,27593,1,23143
6528,2015-10-29,15703,-1,25745,25745,1,23144
6529,2015-10-28,13571,-1,24937,24937,1,23145
6530,2015-10-30,19344,-1,14804,14804,1,23146
6531,2015-10-31,14204,-1,28032,28032,1,23147
6532,2015-10-31,23941,-1,14051,14051,1,23148
6533,2015-10-29,23962,-1,26733,26733,1,23149
6534,2015-10-28,16192,-1,19127,19127,1,23150
6535,2015-10-31,12392,-1,25704,25704,1,23151
6536,2015-10-25,14079,-1,28111,28111,1,23152
6537,2015-10-29,11746,-1,23233,23233,1,23153
6538,2015-10-29,13015,-1,18848,18848,1,23154
6539,2015-11-01,14329,-1,28698,28698,1,23155
6540,2015-11-02,22895,-1,14098,14098,1,23156
6541,2015-11-01,20200,-1,15147,15147,1,23157
6542,2015-11-01,11693,-1,12246,12246,1,23158
6543,2015-10-30,28311,-1,26327,26327,1,23159
6544,2015-11-02,22330,-1,26395,26395,1,23160
6545,2015-11-01,22284,-1,23417,23417,1,23161
6546,2015-10-28,19413,-1,23285,23285,1,23162
6547,2015-11-02,16392,-1,19560,19560,1,23163
6548,2015-10-30,24611,-1,20799,20799,1,23164
6549,2015-11-01,11420,-1,25115,25115,1,23165
6550,2015-10-24,28607,-1,15116,15116,1,23166
6551,2015-11-02,11091,-1,13550,13550,1,23167
6552,2015-10-25,14557,-1,23619,23619,1,23168
6553,2015-10-24,25811,-1,13148,13148,1,23169
6554,2015-10-24,29307,-1,20820,20820,1,23170
6555,2015-10-25,17062,-1,20422,20422,1,23171
6556,2015-10-26,15766,-1,17863,17863,1,23172
6557,2015-10-29,13615,-1,15416,15416,1,23173
6558,2015-10-31,12098,-1,20393,20393,1,23174
6559,2015-11-02,28237,-1,12233,12233,1,23175
6560,2015-10-31,26584,-1,15761,15761,1,23176
6561,2015-10-28,11287,-1,25057,25057,1,23177
6562,2015-11-02,17374,-1,14445,14445,1,23178
6563,2015-10-31,24741,-1,16217,16217,1,23179
6564,2015-10-30,23670,-1,16343,16343,1,23180
6565,2015-10-29,13557,-1,26677,26677,1,23181
6566,2015-10-25,15994,-1,28433,28433,1,23182
6567,2015-11-02,14464,-1,21722,21722,1,23183
6568,2015-10-25,16161,-1,13720,13720,1,23184
6569,2015-10-29,27468,-1,15181,15181,1,23185
6570,2015-10-30,27554,-1,15911,15911,1,23186
6571,2015-10-29,17932,-1,12788,12788,1,23187
6572,2015-10-30,16548,-1,19313,19313,1,23188
6573,2015-10-24,16560,-1,27490,27490,1,23189
6574,2015-10-29,17986,-1,28636,28636,1,23190
6575,2015-11-02,16580,-1,21222,21222,1,23191
6576,2015-11-02,16937,-1,28180,28180,1,23192
6577,2015-10-25,13404,-1,25795,25795,1,23193
6578,2015-10-29,12858,-1,12204,12204,1,23194
6579,2015-10-26,15952,-1,23707,23707,1,23195
6580,2015-10-26,15954,-1,20347,20347,1,23196
6581,2015-10-25,15968,-1,12763,12763,1,23197
6582,2015-10-27,27460,-1,18359,18359,1,23198
6583,2015-11-02,21545,-1,18018,18018,1,23199
6584,2015-11-01,25229,-1,14957,14957,1,23200
6585,2015-10-29,27602,-1,12852,12852,1,23201
6586,2015-10-29,14470,-1,13040,13040,1,23202
6587,2015-10-26,15788,-1,20605,20605,1,23203
6588,2015-10-28,15793,-1,24079,24079,1,23204
6589,2015-10-27,16157,-1,16358,16358,1,23205
6590,2015-10-24,24503,-1,11423,11423,1,23206
6591,2015-10-26,27459,-1,14863,14863,1,23207
6592,2015-10-29,27540,-1,16794,16794,1,23208
6593,2015-10-29,19031,-1,16728,16728,1,23209
6594,2015-10-25,19073,-1,29299,29299,1,23210
6595,2015-10-30,21516,-1,27540,27540,1,23211
6596,2015-10-25,19902,-1,26145,26145,1,23212
6597,2015-10-25,14485,-1,18490,18490,1,23213
6598,2015-10-31,14495,-1,15003,15003,1,23214
6599,2015-10-30,24482,-1,20240,20240,1,23215
6600,2015-10-27,24505,-1,13142,13142,1,23216
6601,2015-10-31,24585,-1,11871,11871,1,23217
6602,2015-11-02,27471,-1,26857,26857,1,23218
6603,2015-10-27,27472,-1,13596,13596,1,23219
6604,2015-11-02,27485,-1,13460,13460,1,23220
6605,2015-10-31,27523,-1,21042,21042,1,23221
6606,2015-10-24,27544,-1,16126,16126,1,23222
6607,2015-10-28,17984,-1,20677,20677,1,23223
6608,2015-10-25,19316,-1,28558,28558,1,23224
6609,2015-10-25,19504,-1,17301,17301,1,23225
6610,2015-10-31,27470,-1,15573,15573,1,23226
6611,2015-10-29,27467,-1,14363,14363,1,23227
6612,2015-10-27,17976,-1,15249,15249,1,23228
6613,2015-10-27,13978,-1,17238,17238,1,23229
6614,2015-11-02,15990,-1,23811,23811,1,23230
6615,2015-10-29,25234,-1,28633,28633,1,23231
6616,2015-10-25,15830,-1,26449,26449,1,23232
6617,2015-10-25,27546,-1,14360,14360,1,23233
6618,2015-10-29,16551,-1,20470,20470,1,23234
6619,2015-11-02,11583,-1,12516,12516,1,23235
6620,2015-11-01,17891,-1,17573,17573,1,23236
6621,2015-11-01,19899,-1,23818,23818,1,23237
6622,2015-10-27,15987,-1,29040,29040,1,23238
6623,2015-10-27,16159,-1,13606,13606,1,23239
6624,2015-10-29,16532,-1,13238,13238,1,23240
6625,2015-10-27,11483,-1,18235,18235,1,23241
6626,2015-10-27,13517,-1,14300,14300,1,23242
6627,2015-10-29,21029,-1,19786,19786,1,23243
6628,2015-10-25,25226,-1,15221,15221,1,23244
6629,2015-10-30,25228,-1,18480,18480,1,23245
6630,2015-10-30,15765,-1,18223,18223,1,23246
6631,2015-10-28,24587,-1,14061,14061,1,23247
6632,2015-10-29,27524,-1,25309,25309,1,23248
6633,2015-11-02,13562,-1,12941,12941,1,23249
6634,2015-10-28,15949,-1,19267,19267,1,23250
6635,2015-10-30,16339,-1,13339,13339,1,23251
6636,2015-10-28,24485,-1,16947,16947,1,23252
6637,2015-11-02,27486,-1,23605,23605,1,23253
6638,2015-11-01,25240,-1,20836,20836,1,23254
6639,2015-10-30,21668,-1,18113,18113,1,23255
6640,2015-10-26,27559,-1,21329,21329,1,23256
6641,2015-11-01,17952,-1,18416,18416,1,23257
6642,2015-10-27,19036,-1,24933,24933,1,23258
6643,2015-10-26,16559,-1,24504,24504,1,23259
6644,2015-10-26,16566,-1,17985,17985,1,23260
6645,2015-10-28,19049,-1,28159,28159,1,23261
6646,2015-11-02,12833,-1,17758,17758,1,23262
6647,2015-10-30,13976,-1,17015,17015,1,23263
6648,2015-10-24,15755,-1,14635,14635,1,23264
6649,2015-10-27,15757,-1,22291,22291,1,23265
6650,2015-10-24,15802,-1,17628,17628,1,23266
6651,2015-10-28,15832,-1,25023,25023,1,23267
6652,2015-10-31,27568,-1,13170,13170,1,23268
6653,2015-10-30,17998,-1,16451,16451,1,23269
6654,2015-10-26,11480,-1,21353,21353,1,23270
6655,2015-10-26,11547,-1,16335,16335,1,23271
6656,2015-11-01,15985,-1,13947,13947,1,23272
6657,2015-10-31,14472,-1,11778,11778,1,23273
6658,2015-10-29,15734,-1,28887,28887,1,23274
6659,2015-11-02,15756,-1,19607,19607,1,23275
6660,2015-10-27,24604,-1,13438,13438,1,23276
6661,2015-10-26,27494,-1,16675,16675,1,23277
6662,2015-10-24,27500,-1,25742,25742,1,23278
6663,2015-10-26,27521,-1,14888,14888,1,23279
6664,2015-11-02,27539,-1,26937,26937,1,23280
6665,2015-10-29,27556,-1,12030,12030,1,23281
6666,2015-10-26,15992,-1,16570,16570,1,23282
6667,2015-10-26,15801,-1,25411,25411,1,23283
6668,2015-10-27,16180,-1,24949,24949,1,23284
6669,2015-10-31,24477,-1,21334,21334,1,23285
6670,2015-11-02,21655,-1,16070,16070,1,23286
6671,2015-11-02,27571,-1,11561,11561,1,23287
6672,2015-11-01,13407,-1,28726,28726,1,23288
6673,2015-10-31,12850,-1,26162,26162,1,23289
6674,2015-10-29,15959,-1,26889,26889,1,23290
6675,2015-11-01,15729,-1,12400,12400,1,23291
6676,2015-11-01,15786,-1,20620,20620,1,23292
6677,2015-10-31,16156,-1,22692,22692,1,23293
6678,2015-11-01,24602,-1,13028,13028,1,23294
6679,2015-10-24,18239,-1,21034,21034,1,23295
6680,2015-11-01,27873,-1,21242,21242,1,23296
6681,2015-10-28,11245,-1,24678,24678,1,23297
6682,2015-10-26,16313,-1,12237,12237,1,23298
6683,2015-10-24,22998,-1,28144,28144,1,23299
6684,2015-10-29,20662,-1,12618,12618,1,23300
6685,2015-10-31,11263,-1,17526,17526,1,23301
6686,2015-10-31,27767,-1,27933,27933,1,23302
6687,2015-10-25,22261,-1,25983,25983,1,23303
6688,2015-10-26,12657,-1,15076,15076,1,23304
6689,2015-10-24,16688,-1,19474,19474,1,23305
