,BillOfMaterialsID,ProductAssemblyID,ComponentID,StartDate,EndDate,UnitMeasureCode,BOMLevel,PerAssemblyQty,ModifiedDate
391,979,735.0,533,2010-05-26,,EA ,2,1.0,2010-05-12
392,208,735.0,534,2010-03-04,,EA ,2,1.0,2010-02-18
393,612,735.0,803,2010-03-18,,EA ,2,1.0,2010-03-04
394,1400,736.0,324,2010-06-09,,EA ,2,2.0,2010-05-26
395,1857,736.0,325,2010-06-19,,EA ,2,2.0,2010-06-05
396,3429,736.0,326,2010-12-23,,EA ,2,1.0,2010-12-09
397,2517,736.0,327,2010-08-05,,EA ,2,1.0,2010-07-22
398,3166,736.0,399,2010-12-15,,EA ,2,1.0,2010-12-01
399,1402,736.0,492,2010-06-09,,OZ ,2,8.0,2010-05-26
400,582,736.0,532,2010-03-18,,EA ,2,4.0,2010-03-04
401,963,736.0,533,2010-05-26,,EA ,2,1.0,2010-05-12
402,192,736.0,534,2010-03-04,,EA ,2,1.0,2010-02-18
403,1401,736.0,802,2010-06-09,,EA ,2,1.0,2010-05-26
404,1600,737.0,324,2010-06-09,2010-08-08,EA ,1,3.0,2010-08-08
405,1403,737.0,324,2010-08-09,,EA ,2,2.0,2010-07-26
406,1858,737.0,325,2010-06-19,,EA ,2,2.0,2010-06-05
407,3430,737.0,326,2010-12-23,,EA ,2,1.0,2010-12-09
408,2518,737.0,327,2010-08-05,,EA ,2,1.0,2010-07-22
409,3167,737.0,399,2010-12-15,,EA ,2,1.0,2010-12-01
410,1405,737.0,492,2010-06-09,,OZ ,2,8.0,2010-05-26
411,583,737.0,532,2010-03-18,,EA ,2,4.0,2010-03-04
412,964,737.0,533,2010-05-26,,EA ,2,1.0,2010-05-12
413,193,737.0,534,2010-03-04,,EA ,2,1.0,2010-02-18
414,1404,737.0,802,2010-06-09,,EA ,2,1.0,2010-05-26
415,1406,738.0,324,2010-06-09,,EA ,2,2.0,2010-05-26
416,1859,738.0,325,2010-06-19,,EA ,2,2.0,2010-06-05
417,3431,738.0,326,2010-12-23,,EA ,2,1.0,2010-12-09
418,2674,738.0,327,2010-08-05,2010-10-04,EA ,1,2.0,2010-10-04
419,2519,738.0,327,2010-10-05,,EA ,2,1.0,2010-09-21
420,3168,738.0,399,2010-12-15,,EA ,2,1.0,2010-12-01
421,1408,738.0,492,2010-06-09,,OZ ,2,8.0,2010-05-26
422,584,738.0,532,2010-03-18,,EA ,2,4.0,2010-03-04
423,965,738.0,533,2010-05-26,,EA ,2,1.0,2010-05-12
424,194,738.0,534,2010-03-04,,EA ,2,1.0,2010-02-18
425,1407,738.0,802,2010-06-09,,EA ,2,1.0,2010-05-26
426,1396,739.0,324,2010-06-09,,EA ,2,2.0,2010-05-26
427,1853,739.0,325,2010-06-19,,EA ,2,2.0,2010-06-05
428,3425,739.0,326,2010-12-23,,EA ,2,1.0,2010-12-09
429,2513,739.0,327,2010-08-05,,EA ,2,1.0,2010-07-22
430,3162,739.0,399,2010-12-15,,EA ,2,1.0,2010-12-01
431,181,739.0,494,2010-03-04,,OZ ,2,8.0,2010-02-18
432,578,739.0,532,2010-03-18,,EA ,2,4.0,2010-03-04
433,1145,739.0,533,2010-05-26,2010-07-25,EA ,1,2.0,2010-07-25
434,959,739.0,533,2010-07-26,,EA ,2,1.0,2010-07-12
435,182,739.0,534,2010-03-04,,EA ,2,1.0,2010-02-18
436,180,739.0,804,2010-03-04,,EA ,2,1.0,2010-02-18
437,1397,740.0,324,2010-06-09,,EA ,2,2.0,2010-05-26
438,1854,740.0,325,2010-06-19,,EA ,2,2.0,2010-06-05
439,3426,740.0,326,2010-12-23,,EA ,2,1.0,2010-12-09
440,2514,740.0,327,2010-08-05,,EA ,2,1.0,2010-07-22
441,3163,740.0,399,2010-12-15,,EA ,2,1.0,2010-12-01
442,184,740.0,494,2010-03-04,,OZ ,2,8.0,2010-02-18
443,579,740.0,532,2010-03-18,,EA ,2,4.0,2010-03-04
444,960,740.0,533,2010-05-26,,EA ,2,1.0,2010-05-12
445,185,740.0,534,2010-03-04,,EA ,2,1.0,2010-02-18
446,183,740.0,804,2010-03-04,,EA ,2,1.0,2010-02-18
447,1596,741.0,324,2010-06-09,2010-08-08,EA ,1,3.0,2010-08-08
448,1398,741.0,324,2010-08-09,,EA ,2,2.0,2010-07-26
449,1855,741.0,325,2010-06-19,,EA ,2,2.0,2010-06-05
450,3427,741.0,326,2010-12-23,,EA ,2,1.0,2010-12-09
451,2515,741.0,327,2010-08-05,,EA ,2,1.0,2010-07-22
452,3164,741.0,399,2010-12-15,,EA ,2,1.0,2010-12-01
453,187,741.0,494,2010-03-04,,OZ ,2,8.0,2010-02-18
454,580,741.0,532,2010-03-18,,EA ,2,4.0,2010-03-04
455,961,741.0,533,2010-05-26,,EA ,2,1.0,2010-05-12
456,188,741.0,534,2010-03-04,,EA ,2,1.0,2010-02-18
457,186,741.0,804,2010-03-04,,EA ,2,1.0,2010-02-18
458,1399,742.0,324,2010-06-09,,EA ,2,2.0,2010-05-26
459,1856,742.0,325,2010-06-19,,EA ,2,2.0,2010-06-05
460,3428,742.0,326,2010-12-23,,EA ,2,1.0,2010-12-09
461,2670,742.0,327,2010-08-05,2010-10-04,EA ,1,2.0,2010-10-04
462,2516,742.0,327,2010-10-05,,EA ,2,1.0,2010-09-21
463,3165,742.0,399,2010-12-15,,EA ,2,1.0,2010-12-01
464,190,742.0,494,2010-03-04,,OZ ,2,8.0,2010-02-18
465,581,742.0,532,2010-03-18,,EA ,2,4.0,2010-03-04
466,962,742.0,533,2010-05-26,,EA ,2,1.0,2010-05-12
467,191,742.0,534,2010-03-04,,EA ,2,1.0,2010-02-18
468,189,742.0,804,2010-03-04,,EA ,2,1.0,2010-02-18
469,1388,743.0,324,2010-06-09,,EA ,2,2.0,2010-05-26
470,1849,743.0,325,2010-06-19,,EA ,2,2.0,2010-06-05
471,3421,743.0,326,2010-12-23,,EA ,2,1.0,2010-12-09
472,2509,743.0,327,2010-08-05,,EA ,2,1.0,2010-07-22
473,3158,743.0,399,2010-12-15,,EA ,2,1.0,2010-12-01
474,1389,743.0,492,2010-06-09,,OZ ,2,8.0,2010-05-26
475,574,743.0,532,2010-03-18,,EA ,2,4.0,2010-03-04
476,955,743.0,533,2010-05-26,,EA ,2,1.0,2010-05-12
477,173,743.0,534,2010-03-04,,EA ,2,1.0,2010-02-18
478,172,743.0,804,2010-03-04,,EA ,2,1.0,2010-02-18
479,1592,744.0,324,2010-06-09,2010-08-08,EA ,1,3.0,2010-08-08
480,1390,744.0,324,2010-08-09,,EA ,2,2.0,2010-07-26
481,1850,744.0,325,2010-06-19,,EA ,2,2.0,2010-06-05
482,3422,744.0,326,2010-12-23,,EA ,2,1.0,2010-12-09
483,2510,744.0,327,2010-08-05,,EA ,2,1.0,2010-07-22
484,3159,744.0,399,2010-12-15,,EA ,2,1.0,2010-12-01
485,1391,744.0,492,2010-06-09,,OZ ,2,8.0,2010-05-26
486,575,744.0,532,2010-03-18,,EA ,2,4.0,2010-03-04
487,956,744.0,533,2010-05-26,,EA ,2,1.0,2010-05-12
488,175,744.0,534,2010-03-04,,EA ,2,1.0,2010-02-18
489,174,744.0,804,2010-03-04,,EA ,2,1.0,2010-02-18
490,1392,745.0,324,2010-06-09,,EA ,2,2.0,2010-05-26
491,1851,745.0,325,2010-06-19,,EA ,2,2.0,2010-06-05
492,3423,745.0,326,2010-12-23,,EA ,2,1.0,2010-12-09
493,2667,745.0,327,2010-08-05,2010-10-04,EA ,1,2.0,2010-10-04
494,2511,745.0,327,2010-10-05,,EA ,2,1.0,2010-09-21
495,3160,745.0,399,2010-12-15,,EA ,2,1.0,2010-12-01
496,1393,745.0,492,2010-06-09,,OZ ,2,8.0,2010-05-26
497,576,745.0,532,2010-03-18,,EA ,2,4.0,2010-03-04
498,957,745.0,533,2010-05-26,,EA ,2,1.0,2010-05-12
499,177,745.0,534,2010-03-04,,EA ,2,1.0,2010-02-18
500,176,745.0,804,2010-03-04,,EA ,2,1.0,2010-02-18
501,1394,746.0,324,2010-06-09,,EA ,2,2.0,2010-05-26
502,1852,746.0,325,2010-06-19,,EA ,2,2.0,2010-06-05
503,3424,746.0,326,2010-12-23,,EA ,2,1.0,2010-12-09
504,2512,746.0,327,2010-08-05,,EA ,2,1.0,2010-07-22
505,3161,746.0,399,2010-12-15,,EA ,2,1.0,2010-12-01
506,1593,746.0,492,2010-06-09,2010-08-08,OZ ,1,9.0,2010-08-08
507,1395,746.0,492,2010-08-09,,OZ ,2,8.0,2010-07-26
508,577,746.0,532,2010-03-18,,EA ,2,4.0,2010-03-04
509,958,746.0,533,2010-05-26,,EA ,2,1.0,2010-05-12
510,179,746.0,534,2010-03-04,,EA ,2,1.0,2010-02-18
511,178,746.0,804,2010-03-04,,EA ,2,1.0,2010-02-18
512,2305,747.0,324,2010-08-05,,EA ,2,2.0,2010-07-22
513,2720,747.0,325,2010-09-15,,EA ,2,2.0,2010-09-01
514,2307,747.0,326,2010-08-05,,EA ,2,1.0,2010-07-22
515,1202,747.0,327,2010-06-09,,EA ,2,1.0,2010-05-26
516,3236,747.0,399,2010-12-23,,EA ,2,1.0,2010-12-09
517,3011,747.0,492,2010-12-15,,OZ ,2,8.0,2010-12-01
518,2653,747.0,532,2010-08-05,2010-10-04,EA ,1,5.0,2010-10-04
519,2493,747.0,532,2010-10-05,,EA ,2,4.0,2010-09-21
520,1364,747.0,533,2010-06-09,,EA ,2,1.0,2010-05-26
521,1838,747.0,534,2010-06-19,,EA ,2,1.0,2010-06-05
522,18,747.0,804,2010-03-04,,EA ,2,1.0,2010-02-18
523,368,748.0,324,2010-03-18,,EA ,2,2.0,2010-03-04
524,1200,748.0,325,2010-06-09,,EA ,2,2.0,2010-05-26
525,371,748.0,326,2010-03-18,,EA ,2,1.0,2010-03-04
526,262,748.0,327,2010-03-04,2010-05-03,EA ,1,2.0,2010-05-03
527,11,748.0,327,2010-05-04,,EA ,2,1.0,2010-04-20
528,2323,748.0,399,2010-08-05,,EA ,2,1.0,2010-07-22
529,2203,748.0,494,2010-07-08,2010-09-06,OZ ,1,9.0,2010-09-06
530,2020,748.0,494,2010-09-07,,OZ ,2,8.0,2010-08-24
531,550,748.0,532,2010-03-18,,EA ,2,4.0,2010-03-04
532,148,748.0,533,2010-03-04,,EA ,2,1.0,2010-02-18
533,3409,748.0,534,2010-12-23,,EA ,2,1.0,2010-12-09
534,2012,748.0,804,2010-07-08,,EA ,2,1.0,2010-06-24
535,2989,749.0,519,2010-09-15,2010-11-14,EA ,1,2.0,2010-11-14
536,2857,749.0,519,2010-11-15,,EA ,1,1.0,2010-11-01
537,1793,749.0,717,2010-06-19,,EA ,1,1.0,2010-06-05
538,3108,749.0,807,2010-12-15,,EA ,1,1.0,2010-12-01
539,3363,749.0,813,2010-12-23,,EA ,1,1.0,2010-12-09
540,511,749.0,820,2010-03-18,,EA ,1,1.0,2010-03-04
541,752,749.0,828,2010-03-18,2010-05-17,EA ,1,2.0,2010-05-17
542,531,749.0,828,2010-05-18,,EA ,1,1.0,2010-05-04
543,2464,749.0,894,2010-08-05,,EA ,1,1.0,2010-07-22
544,3110,749.0,907,2010-12-15,,EA ,1,1.0,2010-12-01
545,3364,749.0,940,2010-12-23,,EA ,1,1.0,2010-12-09
546,1319,749.0,945,2010-06-09,,EA ,1,1.0,2010-05-26
547,111,749.0,948,2010-03-04,,EA ,1,1.0,2010-02-18
548,1317,749.0,951,2010-06-09,,EA ,1,1.0,2010-05-26
549,2823,749.0,952,2010-09-15,,EA ,1,1.0,2010-09-01
550,1316,749.0,996,2010-06-09,,EA ,1,1.0,2010-05-26
551,2980,750.0,519,2010-09-15,2010-11-14,EA ,1,2.0,2010-11-14
552,2852,750.0,519,2010-11-15,,EA ,1,1.0,2010-11-01
553,2036,750.0,718,2010-07-08,,EA ,1,1.0,2010-06-24
554,411,750.0,807,2010-03-18,,EA ,1,1.0,2010-03-04
555,44,750.0,813,2010-03-04,,EA ,1,1.0,2010-02-18
556,3025,750.0,820,2010-12-15,,EA ,1,1.0,2010-12-01
557,746,750.0,828,2010-03-18,2010-05-17,EA ,1,2.0,2010-05-17
558,526,750.0,828,2010-05-18,,EA ,1,1.0,2010-05-04
559,2456,750.0,894,2010-08-05,,EA ,1,1.0,2010-07-22
560,416,750.0,907,2010-03-18,,EA ,1,1.0,2010-03-04
561,46,750.0,940,2010-03-04,,EA ,1,1.0,2010-02-18
562,1674,750.0,945,2010-06-19,,EA ,1,1.0,2010-06-05
563,3256,750.0,948,2010-12-23,,EA ,1,1.0,2010-12-09
564,1671,750.0,951,2010-06-19,,EA ,1,1.0,2010-06-05
565,1037,750.0,952,2010-05-26,2010-07-25,EA ,1,2.0,2010-07-25
566,811,750.0,952,2010-07-26,,EA ,1,1.0,2010-07-12
567,1667,750.0,996,2010-06-19,,EA ,1,1.0,2010-06-05
568,1116,751.0,519,2010-05-26,2010-07-25,EA ,1,2.0,2010-07-25
569,928,751.0,519,2010-07-26,,EA ,1,1.0,2010-07-12
570,1710,751.0,719,2010-06-19,,EA ,1,1.0,2010-06-05
571,441,751.0,807,2010-03-18,,EA ,1,1.0,2010-03-04
572,64,751.0,813,2010-03-04,,EA ,1,1.0,2010-02-18
573,3047,751.0,820,2010-12-15,,EA ,1,1.0,2010-12-01
574,3124,751.0,828,2010-12-15,,EA ,1,1.0,2010-12-01
575,2125,751.0,894,2010-07-08,,EA ,1,1.0,2010-06-24
576,447,751.0,907,2010-03-18,,EA ,1,1.0,2010-03-04
577,68,751.0,940,2010-03-04,,EA ,1,1.0,2010-02-18
578,1707,751.0,945,2010-06-19,,EA ,1,1.0,2010-06-05
579,3290,751.0,948,2010-12-23,,EA ,1,1.0,2010-12-09
580,1932,751.0,951,2010-06-19,2010-08-18,EA ,1,2.0,2010-08-18
581,1703,751.0,951,2010-08-19,,EA ,1,1.0,2010-08-05
582,832,751.0,952,2010-05-26,,EA ,1,1.0,2010-05-12
583,1697,751.0,996,2010-06-19,,EA ,1,1.0,2010-06-05
584,2983,752.0,519,2010-09-15,2010-11-14,EA ,1,2.0,2010-11-14
585,2855,752.0,519,2010-11-15,,EA ,1,1.0,2010-11-01
586,3067,752.0,720,2010-12-15,,EA ,1,1.0,2010-12-01
587,472,752.0,807,2010-03-18,,EA ,1,1.0,2010-03-04
588,85,752.0,813,2010-03-04,,EA ,1,1.0,2010-02-18
589,3069,752.0,820,2010-12-15,,EA ,1,1.0,2010-12-01
590,748,752.0,828,2010-03-18,2010-05-17,EA ,1,2.0,2010-05-17
591,530,752.0,828,2010-05-18,,EA ,1,1.0,2010-05-04
592,2461,752.0,894,2010-08-05,,EA ,1,1.0,2010-07-22
593,703,752.0,907,2010-03-18,2010-05-17,EA ,1,2.0,2010-05-17
594,478,752.0,907,2010-05-18,,EA ,1,1.0,2010-05-04
595,291,752.0,940,2010-03-04,2010-05-03,EA ,1,2.0,2010-05-03
596,89,752.0,940,2010-05-04,,EA ,1,1.0,2010-04-20
597,1738,752.0,945,2010-06-19,,EA ,1,1.0,2010-06-05
598,3313,752.0,948,2010-12-23,,EA ,1,1.0,2010-12-09
599,1734,752.0,951,2010-06-19,,EA ,1,1.0,2010-06-05
600,852,752.0,952,2010-05-26,,EA ,1,1.0,2010-05-12
601,1730,752.0,996,2010-06-19,,EA ,1,1.0,2010-06-05
602,1119,753.0,519,2010-05-26,2010-07-25,EA ,1,2.0,2010-07-25
603,931,753.0,519,2010-07-26,,EA ,1,1.0,2010-07-12
604,3334,753.0,721,2010-12-23,,EA ,1,1.0,2010-12-09
605,490,753.0,807,2010-03-18,,EA ,1,1.0,2010-03-04
606,97,753.0,813,2010-03-04,,EA ,1,1.0,2010-02-18
607,3080,753.0,820,2010-12-15,,EA ,1,1.0,2010-12-01
608,3126,753.0,828,2010-12-15,,EA ,1,1.0,2010-12-01
609,2129,753.0,894,2010-07-08,,EA ,1,1.0,2010-06-24
610,3086,753.0,907,2010-12-15,,EA ,1,1.0,2010-12-01
611,3339,753.0,940,2010-12-23,,EA ,1,1.0,2010-12-09
612,1765,753.0,945,2010-06-19,,EA ,1,1.0,2010-06-05
613,3331,753.0,948,2010-12-23,,EA ,1,1.0,2010-12-09
614,1763,753.0,951,2010-06-19,,EA ,1,1.0,2010-06-05
615,868,753.0,952,2010-05-26,,EA ,1,1.0,2010-05-12
616,1760,753.0,996,2010-06-19,,EA ,1,1.0,2010-06-05
617,139,754.0,518,2010-03-04,,EA ,1,1.0,2010-02-18
618,3347,754.0,734,2010-12-23,,EA ,1,1.0,2010-12-09
619,1298,754.0,806,2010-06-09,,EA ,1,1.0,2010-05-26
620,496,754.0,812,2010-03-18,,EA ,1,1.0,2010-03-04
621,1776,754.0,819,2010-06-19,,EA ,1,1.0,2010-06-05
622,1818,754.0,827,2010-06-19,,EA ,1,1.0,2010-06-05
623,2131,754.0,894,2010-07-08,,EA ,1,1.0,2010-06-24
624,499,754.0,907,2010-03-18,,EA ,1,1.0,2010-03-04
625,497,754.0,939,2010-03-18,,EA ,1,1.0,2010-03-04
626,1774,754.0,945,2010-06-19,,EA ,1,1.0,2010-06-05
627,3345,754.0,948,2010-12-23,,EA ,1,1.0,2010-12-09
628,2098,754.0,950,2010-07-08,,EA ,1,1.0,2010-06-24
629,881,754.0,952,2010-05-26,,EA ,1,1.0,2010-05-12
630,2238,754.0,995,2010-07-08,2010-09-06,EA ,1,2.0,2010-09-06
631,2096,754.0,995,2010-09-07,,EA ,1,1.0,2010-08-24
632,3395,755.0,518,2010-12-23,,EA ,1,1.0,2010-12-09
633,2818,755.0,735,2010-09-15,,EA ,1,1.0,2010-09-01
634,1311,755.0,806,2010-06-09,,EA ,1,1.0,2010-05-26
635,502,755.0,812,2010-03-18,,EA ,1,1.0,2010-03-04
636,1785,755.0,819,2010-06-19,,EA ,1,1.0,2010-06-05
637,1348,755.0,827,2010-06-09,,EA ,1,1.0,2010-05-26
638,2463,755.0,894,2010-08-05,,EA ,1,1.0,2010-07-22
639,507,755.0,907,2010-03-18,,EA ,1,1.0,2010-03-04
640,505,755.0,939,2010-03-18,,EA ,1,1.0,2010-03-04
641,1784,755.0,945,2010-06-19,,EA ,1,1.0,2010-06-05
642,3354,755.0,948,2010-12-23,,EA ,1,1.0,2010-12-09
643,2109,755.0,950,2010-07-08,,EA ,1,1.0,2010-06-24
644,887,755.0,952,2010-05-26,,EA ,1,1.0,2010-05-12
645,2106,755.0,995,2010-07-08,,EA ,1,1.0,2010-06-24
646,130,756.0,518,2010-03-04,,EA ,1,1.0,2010-02-18
647,2750,756.0,731,2010-09-15,,EA ,1,1.0,2010-09-01
648,1685,756.0,806,2010-06-19,,EA ,1,1.0,2010-06-05
649,3026,756.0,812,2010-12-15,,EA ,1,1.0,2010-12-01
650,1505,756.0,819,2010-06-09,2010-08-08,EA ,1,2.0,2010-08-08
651,1231,756.0,819,2010-08-09,,EA ,1,1.0,2010-07-26
652,1808,756.0,827,2010-06-19,,EA ,1,1.0,2010-06-05
653,2122,756.0,894,2010-07-08,,EA ,1,1.0,2010-06-24
654,3032,756.0,907,2010-12-15,,EA ,1,1.0,2010-12-01
655,3029,756.0,939,2010-12-15,,EA ,1,1.0,2010-12-01
656,1227,756.0,945,2010-06-09,,EA ,1,1.0,2010-05-26
657,39,756.0,948,2010-03-04,,EA ,1,1.0,2010-02-18
658,2338,756.0,950,2010-08-05,,EA ,1,1.0,2010-07-22
659,2741,756.0,952,2010-09-15,,EA ,1,1.0,2010-09-01
660,2331,756.0,995,2010-08-05,,EA ,1,1.0,2010-07-22
661,3386,757.0,518,2010-12-23,,EA ,1,1.0,2010-12-09
662,2379,757.0,732,2010-08-05,,EA ,1,1.0,2010-07-22
663,1719,757.0,806,2010-06-19,,EA ,1,1.0,2010-06-05
664,3048,757.0,812,2010-12-15,,EA ,1,1.0,2010-12-01
665,1252,757.0,819,2010-06-09,,EA ,1,1.0,2010-05-26
666,1340,757.0,827,2010-06-09,,EA ,1,1.0,2010-05-26
667,2458,757.0,894,2010-08-05,,EA ,1,1.0,2010-07-22
668,3055,757.0,907,2010-12-15,,EA ,1,1.0,2010-12-01
669,3052,757.0,939,2010-12-15,,EA ,1,1.0,2010-12-01
670,1246,757.0,945,2010-06-09,,EA ,1,1.0,2010-05-26
671,279,757.0,948,2010-03-04,2010-05-03,EA ,1,2.0,2010-05-03
672,58,757.0,948,2010-05-04,,EA ,1,1.0,2010-04-20
673,2369,757.0,950,2010-08-05,,EA ,1,1.0,2010-07-22
674,2763,757.0,952,2010-09-15,,EA ,1,1.0,2010-09-01
675,2587,757.0,995,2010-08-05,2010-10-04,EA ,1,2.0,2010-10-04
676,2358,757.0,995,2010-10-05,,EA ,1,1.0,2010-09-21
677,135,758.0,518,2010-03-04,,EA ,1,1.0,2010-02-18
678,1273,758.0,733,2010-06-09,,EA ,1,1.0,2010-05-26
679,1945,758.0,806,2010-06-19,2010-08-18,EA ,1,2.0,2010-08-18
680,1748,758.0,806,2010-08-19,,EA ,1,1.0,2010-08-05
681,3070,758.0,812,2010-12-15,,EA ,1,1.0,2010-12-01
682,1275,758.0,819,2010-06-09,,EA ,1,1.0,2010-05-26
683,1814,758.0,827,2010-06-19,,EA ,1,1.0,2010-06-05
684,2127,758.0,894,2010-07-08,,EA ,1,1.0,2010-06-24
685,3076,758.0,907,2010-12-15,,EA ,1,1.0,2010-12-01
686,3073,758.0,939,2010-12-15,,EA ,1,1.0,2010-12-01
687,1270,758.0,945,2010-06-09,,EA ,1,1.0,2010-05-26
688,78,758.0,948,2010-03-04,,EA ,1,1.0,2010-02-18
689,2401,758.0,950,2010-08-05,,EA ,1,1.0,2010-07-22
690,2785,758.0,952,2010-09-15,,EA ,1,1.0,2010-09-01
691,2392,758.0,995,2010-08-05,,EA ,1,1.0,2010-07-22
692,540,759.0,517,2010-03-18,,EA ,1,1.0,2010-03-04
693,2438,759.0,728,2010-08-05,,EA ,1,1.0,2010-07-22
694,1297,759.0,806,2010-06-09,,EA ,1,1.0,2010-05-26
695,1296,759.0,811,2010-06-09,,EA ,1,1.0,2010-05-26
696,2243,759.0,818,2010-07-08,2010-09-06,EA ,1,2.0,2010-09-06
697,2102,759.0,818,2010-09-07,,EA ,1,1.0,2010-08-24
698,2146,759.0,826,2010-07-08,,EA ,1,1.0,2010-06-24
699,2130,759.0,894,2010-07-08,,EA ,1,1.0,2010-06-24
700,498,759.0,907,2010-03-18,,EA ,1,1.0,2010-03-04
701,1300,759.0,938,2010-06-09,,EA ,1,1.0,2010-05-26
702,1773,759.0,945,2010-06-19,,EA ,1,1.0,2010-06-05
703,3344,759.0,948,2010-12-23,,EA ,1,1.0,2010-12-09
704,2097,759.0,950,2010-07-08,,EA ,1,1.0,2010-06-24
705,1079,759.0,952,2010-05-26,2010-07-25,EA ,1,2.0,2010-07-25
706,880,759.0,952,2010-07-26,,EA ,1,1.0,2010-07-12
707,2809,759.0,994,2010-09-15,,EA ,1,1.0,2010-09-01
708,3133,760.0,517,2010-12-15,,EA ,1,1.0,2010-12-01
709,1307,760.0,729,2010-06-09,,EA ,1,1.0,2010-05-26
710,1310,760.0,806,2010-06-09,,EA ,1,1.0,2010-05-26
711,1309,760.0,811,2010-06-09,,EA ,1,1.0,2010-05-26
712,2112,760.0,818,2010-07-08,,EA ,1,1.0,2010-06-24
713,2475,760.0,826,2010-08-05,,EA ,1,1.0,2010-07-22
714,2462,760.0,894,2010-08-05,,EA ,1,1.0,2010-07-22
715,506,760.0,907,2010-03-18,,EA ,1,1.0,2010-03-04
716,1312,760.0,938,2010-06-09,,EA ,1,1.0,2010-05-26
717,1783,760.0,945,2010-06-19,,EA ,1,1.0,2010-06-05
718,3353,760.0,948,2010-12-23,,EA ,1,1.0,2010-12-09
719,2108,760.0,950,2010-07-08,,EA ,1,1.0,2010-06-24
720,886,760.0,952,2010-05-26,,EA ,1,1.0,2010-05-12
721,2813,760.0,994,2010-09-15,,EA ,1,1.0,2010-09-01
722,542,761.0,517,2010-03-18,,EA ,1,1.0,2010-03-04
723,510,761.0,730,2010-03-18,,EA ,1,1.0,2010-03-04
724,1322,761.0,806,2010-06-09,,EA ,1,1.0,2010-05-26
725,1321,761.0,811,2010-06-09,,EA ,1,1.0,2010-05-26
726,2118,761.0,818,2010-07-08,,EA ,1,1.0,2010-06-24
727,2149,761.0,826,2010-07-08,,EA ,1,1.0,2010-06-24
728,2133,761.0,894,2010-07-08,,EA ,1,1.0,2010-06-24
729,513,761.0,907,2010-03-18,,EA ,1,1.0,2010-03-04
730,1323,761.0,938,2010-06-09,,EA ,1,1.0,2010-05-26
731,1792,761.0,945,2010-06-19,,EA ,1,1.0,2010-06-05
732,3360,761.0,948,2010-12-23,,EA ,1,1.0,2010-12-09
733,2116,761.0,950,2010-07-08,,EA ,1,1.0,2010-06-24
734,894,761.0,952,2010-05-26,,EA ,1,1.0,2010-05-12
735,2821,761.0,994,2010-09-15,,EA ,1,1.0,2010-09-01
736,534,762.0,517,2010-03-18,,EA ,1,1.0,2010-03-04
737,1230,762.0,725,2010-06-09,,EA ,1,1.0,2010-05-26
738,1684,762.0,806,2010-06-19,,EA ,1,1.0,2010-06-05
739,1682,762.0,811,2010-06-19,,EA ,1,1.0,2010-06-05
740,2351,762.0,818,2010-08-05,,EA ,1,1.0,2010-07-22
741,2138,762.0,826,2010-07-08,,EA ,1,1.0,2010-06-24
742,2121,762.0,894,2010-07-08,,EA ,1,1.0,2010-06-24
743,3031,762.0,907,2010-12-15,,EA ,1,1.0,2010-12-01
744,1689,762.0,938,2010-06-19,,EA ,1,1.0,2010-06-05
745,1226,762.0,945,2010-06-09,,EA ,1,1.0,2010-05-26
746,273,762.0,948,2010-03-04,2010-05-03,EA ,1,2.0,2010-05-03
747,38,762.0,948,2010-05-04,,EA ,1,1.0,2010-04-20
748,2337,762.0,950,2010-08-05,,EA ,1,1.0,2010-07-22
749,2740,762.0,952,2010-09-15,,EA ,1,1.0,2010-09-01
750,806,762.0,994,2010-05-26,,EA ,1,1.0,2010-05-12
751,3132,763.0,517,2010-12-15,,EA ,1,1.0,2010-12-01
752,432,763.0,726,2010-03-18,,EA ,1,1.0,2010-03-04
753,1718,763.0,806,2010-06-19,,EA ,1,1.0,2010-06-05
754,1716,763.0,811,2010-06-19,,EA ,1,1.0,2010-06-05
755,2382,763.0,818,2010-08-05,,EA ,1,1.0,2010-07-22
756,2471,763.0,826,2010-08-05,,EA ,1,1.0,2010-07-22
757,2457,763.0,894,2010-08-05,,EA ,1,1.0,2010-07-22
758,3054,763.0,907,2010-12-15,,EA ,1,1.0,2010-12-01
759,1723,763.0,938,2010-06-19,,EA ,1,1.0,2010-06-05
760,1245,763.0,945,2010-06-09,,EA ,1,1.0,2010-05-26
761,57,763.0,948,2010-03-04,,EA ,1,1.0,2010-02-18
762,2368,763.0,950,2010-08-05,,EA ,1,1.0,2010-07-22
763,2762,763.0,952,2010-09-15,,EA ,1,1.0,2010-09-01
764,1047,763.0,994,2010-05-26,2010-07-25,EA ,1,2.0,2010-07-25
765,826,763.0,994,2010-07-26,,EA ,1,1.0,2010-07-12
766,538,764.0,517,2010-03-18,,EA ,1,1.0,2010-03-04
767,82,764.0,727,2010-03-04,,EA ,1,1.0,2010-02-18
768,1747,764.0,806,2010-06-19,,EA ,1,1.0,2010-06-05
769,1745,764.0,811,2010-06-19,,EA ,1,1.0,2010-06-05
770,2601,764.0,818,2010-08-05,2010-10-04,EA ,1,2.0,2010-10-04
771,2413,764.0,818,2010-10-05,,EA ,1,1.0,2010-09-21
772,2142,764.0,826,2010-07-08,,EA ,1,1.0,2010-06-24
773,2126,764.0,894,2010-07-08,,EA ,1,1.0,2010-06-24
774,3075,764.0,907,2010-12-15,,EA ,1,1.0,2010-12-01
